game_id,season,time,home_scored,home_conceded,home_win,home_percentage,home_id,away_scored,away_conceded,away_win,away_percentage,away_id
2010020028,20102011,2010-10-11 17:00:00+00:00,4,5,0,87.87878787878788,2,6,3,1,83.87096774193549,3
2010020029,20102011,2010-10-11 18:00:00+00:00,2,1,1,92.85714285714286,19,1,8,0,90.56603773584906,24
2010020030,20102011,2010-10-11 23:00:00+00:00,3,6,0,86.66666666666667,7,3,4,0,91.42857142857143,16
2010020031,20102011,2010-10-11 23:00:00+00:00,0,0,0,50,4,0,0,0,50,21
2010020032,20102011,2010-10-11 23:00:00+00:00,7,2,1,93.54838709677419,15,1,5,0,88.46153846153845,9
2010020033,20102011,2010-10-12 02:00:00+00:00,1,2,0,97.61904761904762,23,2,3,0,94.28571428571428,13
2010020034,20102011,2010-10-12 23:30:00+00:00,4,0,1,89.47368421052632,17,2,4,0,85.71428571428571,21
2010020035,20102011,2010-10-13 02:30:00+00:00,0,0,0,50,26,3,5,0,94.11764705882352,11
2010020036,20102011,2010-10-13 23:00:00+00:00,6,10,0,97.14285714285714,7,2,7,0,100.0,1
2010020037,20102011,2010-10-13 23:00:00+00:00,10,4,2,95.83333333333334,15,0,0,0,50,2
2010020038,20102011,2010-10-13 23:30:00+00:00,0,0,0,50,8,0,0,0,50,14
2010020039,20102011,2010-10-13 23:30:00+00:00,4,6,0,71.42857142857143,5,0,0,0,50,10
2010020040,20102011,2010-10-14 00:30:00+00:00,2,3,0,88.88888888888889,16,0,0,0,50,18
2010020041,20102011,2010-10-14 02:00:00+00:00,0,0,0,50,24,0,0,0,50,23
2010020042,20102011,2010-10-14 23:00:00+00:00,4,2,1,87.5,4,4,3,1,92.3076923076923,14
2010020043,20102011,2010-10-14 23:00:00+00:00,1,2,0,91.66666666666666,9,4,3,1,92.3076923076923,12
2010020044,20102011,2010-10-15 00:00:00+00:00,4,1,1,91.42857142857143,18,0,0,0,50,19
2010020045,20102011,2010-10-15 00:30:00+00:00,3,4,0,92.3076923076923,30,0,0,0,50,22
2010020046,20102011,2010-10-15 00:30:00+00:00,0,0,0,50,25,3,2,1,73.33333333333333,17
2010020047,20102011,2010-10-15 01:30:00+00:00,3,1,1,83.33333333333334,20,3,5,0,100.0,13
2010020048,20102011,2010-10-15 23:00:00+00:00,4,7,0,86.36363636363636,1,7,8,1,95.34883720930233,21
2010020049,20102011,2010-10-15 23:00:00+00:00,0,0,0,50,3,4,3,1,87.5,10
2010020050,20102011,2010-10-15 23:00:00+00:00,7,10,0,91.66666666666666,5,1,2,0,89.65517241379311,2
2010020051,20102011,2010-10-15 23:00:00+00:00,2,3,0,87.5,29,7,7,1,93.75,16
2010020052,20102011,2010-10-15 23:30:00+00:00,6,11,0,92.85714285714286,7,5,5,1,95.65217391304348,8
2010020053,20102011,2010-10-16 02:00:00+00:00,4,3,1,87.87878787878788,24,4,8,0,90.2439024390244,11
2010020054,20102011,2010-10-16 02:30:00+00:00,3,1,1,96.15384615384616,26,3,4,0,78.94736842105263,23
2010020055,20102011,2010-10-16 23:00:00+00:00,3,4,0,84.21052631578947,8,3,8,0,90.0,9
2010020056,20102011,2010-10-16 23:00:00+00:00,6,10,0,88.57142857142857,1,0,0,0,50,6
2010020057,20102011,2010-10-16 23:00:00+00:00,10,9,1,93.33333333333333,2,10,10,2,83.33333333333334,21
2010020058,20102011,2010-10-16 22:00:00+00:00,6,5,1,87.09677419354838,4,3,1,1,96.66666666666667,5
2010020059,20102011,2010-10-16 23:00:00+00:00,0,0,0,50,13,7,5,2,84.21052631578947,14
2010020060,20102011,2010-10-17 00:00:00+00:00,8,4,2,91.17647058823529,18,0,0,0,50,15
2010020061,20102011,2010-10-17 00:00:00+00:00,7,6,1,88.0,30,3,2,1,91.30434782608695,29
2010020062,20102011,2010-10-17 00:30:00+00:00,4,1,1,95.34883720930233,25,3,4,0,92.0,19
2010020063,20102011,2010-10-17 00:30:00+00:00,4,6,0,92.6829268292683,16,2,1,1,80.95238095238095,7
2010020065,20102011,2010-10-17 02:00:00+00:00,3,4,1,90.0,20,2,4,0,91.11111111111111,22
2010020066,20102011,2010-10-17 02:30:00+00:00,2,3,0,85.71428571428571,28,9,12,1,94.87179487179486,11
2010020067,20102011,2010-10-18 00:00:00+00:00,8,8,1,94.73684210526315,24,5,2,1,91.42857142857143,27
2010020068,20102011,2010-10-18 01:00:00+00:00,3,3,1,96.96969696969697,23,6,6,1,82.14285714285714,12
2010020069,20102011,2010-10-18 23:00:00+00:00,8,3,2,90.0,10,3,5,0,96.66666666666667,2
2010020070,20102011,2010-10-18 23:00:00+00:00,3,4,0,91.17647058823529,3,12,15,2,96.875,21
2010020071,20102011,2010-10-18 23:00:00+00:00,10,12,1,94.11764705882352,5,6,12,0,82.75862068965517,9
2010020072,20102011,2010-10-18 23:30:00+00:00,5,3,1,78.94736842105263,14,9,7,2,88.63636363636364,25
2010020073,20102011,2010-10-19 00:30:00+00:00,8,9,1,94.11764705882352,16,5,7,0,90.9090909090909,19
2010020074,20102011,2010-10-19 23:30:00+00:00,12,5,3,85.71428571428571,15,4,1,1,97.22222222222221,6
2010020075,20102011,2010-10-20 00:00:00+00:00,10,7,2,97.14285714285714,18,0,4,0,100.0,20
2010020076,20102011,2010-10-20 01:00:00+00:00,9,9,1,92.5925925925926,30,4,8,0,75.0,23
2010020077,20102011,2010-10-20 02:30:00+00:00,4,7,0,83.87096774193549,28,7,11,1,95.34883720930233,12
2010020079,20102011,2010-10-20 23:00:00+00:00,4,8,0,96.875,29,2,13,0,90.47619047619048,24
2010020080,20102011,2010-10-21 01:00:00+00:00,11,11,2,97.2972972972973,16,6,14,0,96.875,23
2010020081,20102011,2010-10-21 02:30:00+00:00,7,2,2,90.0,26,12,13,2,85.18518518518519,12
2010020082,20102011,2010-10-21 23:00:00+00:00,2,5,0,97.43589743589743,6,3,2,1,88.23529411764706,15
2010020083,20102011,2010-10-21 23:00:00+00:00,9,5,2,93.75,10,10,9,1,96.0,3
2010020084,20102011,2010-10-21 23:00:00+00:00,7,10,1,86.36363636363636,4,3,16,0,95.23809523809523,24
2010020085,20102011,2010-10-21 23:30:00+00:00,8,5,1,94.44444444444444,17,1,4,1,86.66666666666667,20
2010020086,20102011,2010-10-21 23:30:00+00:00,7,7,1,85.0,8,3,7,1,100.0,1
2010020087,20102011,2010-10-21 23:30:00+00:00,10,7,2,88.0,14,5,6,1,93.33333333333333,2
2010020088,20102011,2010-10-21 23:30:00+00:00,6,0,1,86.20689655172413,13,13,12,2,96.42857142857143,25
2010020089,20102011,2010-10-22 00:00:00+00:00,10,8,2,89.47368421052632,18,8,2,2,87.5,5
2010020090,20102011,2010-10-22 01:00:00+00:00,4,3,1,90.9090909090909,21,3,2,1,93.54838709677419,28
2010020091,20102011,2010-10-22 01:30:00+00:00,7,2,2,87.5,22,1,2,0,94.44444444444444,30
2010020093,20102011,2010-10-22 23:00:00+00:00,7,9,1,73.91304347826086,29,3,8,1,90.9090909090909,20
2010020094,20102011,2010-10-22 23:30:00+00:00,7,13,0,90.32258064516128,7,8,17,0,94.44444444444444,9
2010020096,20102011,2010-10-23 00:00:00+00:00,7,2,2,92.0,19,12,9,2,85.71428571428571,16
2010020097,20102011,2010-10-23 02:00:00+00:00,8,4,2,95.83333333333334,23,5,4,1,85.71428571428571,30
2010020098,20102011,2010-10-23 23:00:00+00:00,6,6,1,90.0,6,12,10,2,94.5945945945946,3
2010020099,20102011,2010-10-23 23:00:00+00:00,4,4,1,91.17647058823529,9,7,6,2,100.0,8
2010020100,20102011,2010-10-23 23:00:00+00:00,7,14,0,79.3103448275862,1,5,5,1,96.29629629629629,7
2010020101,20102011,2010-10-23 23:00:00+00:00,9,13,1,85.71428571428571,4,8,6,2,87.5,10
2010020102,20102011,2010-10-23 23:00:00+00:00,13,8,3,90.625,15,13,14,2,90.9090909090909,11
2010020103,20102011,2010-10-23 23:00:00+00:00,7,4,1,90.9090909090909,13,8,8,2,86.66666666666667,2
2010020104,20102011,2010-10-23 23:00:00+00:00,12,7,2,84.0,17,6,18,1,87.8048780487805,24
2010020105,20102011,2010-10-24 00:00:00+00:00,11,4,3,100.0,19,12,5,3,95.83333333333334,5
2010020106,20102011,2010-10-24 00:00:00+00:00,7,3,2,95.83333333333334,25,3,2,1,100.0,18
2010020107,20102011,2010-10-24 00:30:00+00:00,13,12,3,92.5,16,6,4,2,93.75,29
2010020108,20102011,2010-10-24 01:00:00+00:00,6,7,1,80.0,21,3,4,1,87.5,26
2010020110,20102011,2010-10-24 02:00:00+00:00,9,6,2,82.35294117647058,22,7,4,2,95.45454545454545,28
2010020111,20102011,2010-10-24 22:00:00+00:00,12,10,2,84.61538461538461,14,4,2,2,93.33333333333333,18
2010020112,20102011,2010-10-24 23:00:00+00:00,4,7,0,96.42857142857143,3,6,7,2,93.93939393939394,1
2010020113,20102011,2010-10-25 00:00:00+00:00,8,7,2,100.0,20,13,5,3,86.66666666666667,28
2010020114,20102011,2010-10-25 23:00:00+00:00,9,15,1,96.55172413793103,29,4,4,1,92.0,4
2010020115,20102011,2010-10-25 23:30:00+00:00,7,10,1,93.10344827586206,8,7,5,1,89.65517241379311,27
2010020116,20102011,2010-10-26 00:00:00+00:00,15,11,2,94.11764705882352,30,9,8,2,90.9090909090909,26
2010020117,20102011,2010-10-26 23:00:00+00:00,10,7,2,95.45454545454545,10,6,5,1,88.88888888888889,13
2010020118,20102011,2010-10-26 23:30:00+00:00,14,15,2,91.42857142857143,4,11,6,2,84.84848484848484,7
2010020119,20102011,2010-10-26 23:30:00+00:00,4,7,1,93.33333333333333,9,9,8,1,86.11111111111111,27
2010020120,20102011,2010-10-27 01:00:00+00:00,12,7,3,87.5,20,5,9,0,89.74358974358975,22
2010020121,20102011,2010-10-27 01:00:00+00:00,7,4,2,80.76923076923077,25,10,23,1,94.5945945945946,24
2010020122,20102011,2010-10-27 02:00:00+00:00,13,5,3,92.3076923076923,23,15,16,3,87.09677419354838,21
2010020123,20102011,2010-10-27 23:00:00+00:00,7,8,1,80.0,3,16,18,2,85.71428571428571,11
2010020124,20102011,2010-10-27 23:00:00+00:00,2,1,1,93.75,12,4,6,1,100.0,15
2010020125,20102011,2010-10-27 23:30:00+00:00,10,12,2,85.71428571428571,8,11,12,2,88.23529411764706,2
2010020126,20102011,2010-10-27 23:30:00+00:00,15,14,2,90.32258064516128,14,12,6,3,86.66666666666667,5
2010020127,20102011,2010-10-28 00:30:00+00:00,15,15,3,97.05882352941177,16,12,10,3,89.28571428571429,26
2010020128,20102011,2010-10-28 02:30:00+00:00,6,12,0,93.10344827586206,28,7,10,2,87.17948717948718,1
2010020129,20102011,2010-10-28 23:00:00+00:00,8,9,1,100.0,6,10,11,2,93.75,10
2010020130,20102011,2010-10-28 23:30:00+00:00,17,11,3,91.42857142857143,17,11,13,1,95.55555555555556,27
2010020131,20102011,2010-10-28 23:00:00+00:00,11,16,2,92.5925925925926,29,9,14,0,95.1219512195122,22
2010020132,20102011,2010-10-28 23:00:00+00:00,9,9,2,90.32258064516128,9,7,8,1,82.14285714285714,13
2010020133,20102011,2010-10-29 00:00:00+00:00,13,12,2,91.17647058823529,18,7,10,0,100.0,19
2010020134,20102011,2010-10-29 00:00:00+00:00,17,14,2,95.45454545454545,30,7,6,2,88.23529411764706,15
2010020135,20102011,2010-10-29 00:30:00+00:00,9,9,2,82.6086956521739,25,13,13,3,93.75,26
2010020136,20102011,2010-10-29 01:30:00+00:00,17,11,4,83.33333333333334,20,18,20,3,73.68421052631578,21
2010020137,20102011,2010-10-29 23:00:00+00:00,15,11,2,88.46153846153845,2,10,6,3,96.7741935483871,8
2010020138,20102011,2010-10-29 23:00:00+00:00,11,14,1,89.47368421052632,3,15,17,2,93.02325581395348,12
2010020139,20102011,2010-10-29 23:00:00+00:00,15,14,2,87.5,5,5,6,1,92.85714285714286,4
2010020141,20102011,2010-10-30 00:30:00+00:00,18,16,4,71.42857142857143,16,11,17,0,90.2439024390244,22
2010020142,20102011,2010-10-30 02:00:00+00:00,11,10,2,92.5925925925926,24,9,15,2,96.42857142857143,1
2010020143,20102011,2010-10-30 23:00:00+00:00,13,8,3,91.66666666666666,10,15,12,3,100.0,3
2010020144,20102011,2010-10-30 23:00:00+00:00,15,15,3,90.32258064516128,8,10,13,1,97.5609756097561,13
2010020145,20102011,2010-10-30 23:00:00+00:00,14,12,3,84.0,9,7,2,2,100.0,6
2010020146,20102011,2010-10-30 23:00:00+00:00,20,18,3,96.7741935483871,4,14,17,2,79.3103448275862,2
2010020147,20102011,2010-10-30 23:00:00+00:00,2,4,1,90.32258064516128,12,15,11,3,100.0,5
2010020148,20102011,2010-10-30 23:00:00+00:00,19,15,3,92.0,17,8,5,3,82.14285714285714,18
2010020149,20102011,2010-10-31 00:00:00+00:00,12,4,4,89.28571428571429,19,22,22,3,91.42857142857143,11
2010020150,20102011,2010-10-31 00:00:00+00:00,19,15,3,93.54838709677419,30,14,13,2,96.15384615384616,16
2010020151,20102011,2010-10-31 00:00:00+00:00,11,14,2,100.0,25,14,12,2,90.2439024390244,7
2010020152,20102011,2010-10-31 01:00:00+00:00,10,13,1,97.05882352941177,21,9,6,3,83.87096774193549,29
2010020154,20102011,2010-10-31 02:00:00+00:00,22,17,4,75.0,20,8,8,2,93.10344827586206,15
2010020155,20102011,2010-10-31 02:30:00+00:00,11,5,3,97.5,26,11,16,3,86.95652173913044,1
2010020156,20102011,2010-10-31 02:30:00+00:00,11,14,1,91.66666666666666,28,15,25,2,87.8048780487805,24
2010020157,20102011,2010-11-01 23:00:00+00:00,14,18,1,94.28571428571428,3,17,14,3,86.95652173913044,16
2010020158,20102011,2010-11-01 23:00:00+00:00,26,19,4,92.85714285714286,4,19,20,3,91.8918918918919,12
2010020159,20102011,2010-11-02 02:00:00+00:00,17,8,4,100.0,23,12,19,3,86.95652173913044,1
2010020160,20102011,2010-11-02 23:00:00+00:00,13,10,3,87.5,10,12,19,1,94.28571428571428,9
2010020161,20102011,2010-11-02 23:00:00+00:00,14,18,3,100.0,29,13,7,4,87.5,8
2010020162,20102011,2010-11-03 00:00:00+00:00,20,18,3,100.0,30,13,9,3,93.75,28
2010020163,20102011,2010-11-03 01:00:00+00:00,10,12,2,86.66666666666667,22,7,16,0,88.46153846153845,23
2010020164,20102011,2010-11-03 23:00:00+00:00,9,17,0,84.0,7,11,2,3,94.28571428571428,6
2010020165,20102011,2010-11-03 23:00:00+00:00,17,11,4,85.71428571428571,15,10,13,2,86.66666666666667,10
2010020166,20102011,2010-11-03 23:00:00+00:00,2,7,1,93.93939393939394,12,15,23,2,78.125,2
2010020167,20102011,2010-11-03 23:30:00+00:00,11,7,2,82.6086956521739,13,25,26,3,94.54545454545455,11
2010020168,20102011,2010-11-04 00:30:00+00:00,22,23,4,86.36363636363636,16,12,22,3,90.625,1
2010020169,20102011,2010-11-04 00:30:00+00:00,15,14,3,91.30434782608695,25,18,11,4,82.75862068965517,5
2010020170,20102011,2010-11-04 01:30:00+00:00,24,24,4,93.93939393939394,20,4,6,1,94.11764705882352,17
2010020172,20102011,2010-11-04 02:00:00+00:00,12,12,2,94.11764705882352,24,7,11,2,90.0,14
2010020173,20102011,2010-11-04 23:00:00+00:00,29,21,5,95.23809523809523,4,17,12,4,80.95238095238095,3
2010020175,20102011,2010-11-04 23:30:00+00:00,14,16,3,96.55172413793103,9,17,30,2,88.46153846153845,2
2010020176,20102011,2010-11-05 00:00:00+00:00,16,7,5,100.0,19,13,10,3,93.10344827586206,28
2010020177,20102011,2010-11-05 01:00:00+00:00,15,14,2,91.66666666666666,21,11,19,1,97.05882352941177,23
2010020178,20102011,2010-11-05 02:30:00+00:00,14,6,4,100.0,26,9,14,2,96.15384615384616,14
2010020179,20102011,2010-11-05 23:00:00+00:00,8,20,0,85.0,1,18,16,4,100.0,3
2010020180,20102011,2010-11-05 23:00:00+00:00,22,15,5,83.33333333333334,15,16,4,4,89.47368421052632,6
2010020181,20102011,2010-11-05 23:30:00+00:00,11,22,0,90.625,7,13,10,4,93.54838709677419,8
2010020182,20102011,2010-11-05 23:30:00+00:00,14,11,2,87.09677419354838,13,21,23,3,87.75510204081633,12
2010020183,20102011,2010-11-06 00:00:00+00:00,21,18,4,97.05882352941177,30,9,10,2,91.30434782608695,20
2010020184,20102011,2010-11-06 00:30:00+00:00,20,16,4,89.28571428571429,25,15,15,2,80.64516129032258,27
2010020185,20102011,2010-11-06 01:00:00+00:00,13,16,2,93.10344827586206,22,6,7,2,96.66666666666667,17
2010020186,20102011,2010-11-06 02:00:00+00:00,15,14,3,93.75,24,20,16,4,84.21052631578947,5
2010020187,20102011,2010-11-07 02:00:00+00:00,15,6,5,96.15384615384616,26,10,10,3,87.09677419354838,18
2010020188,20102011,2010-11-06 23:00:00+00:00,10,9,2,97.14285714285714,6,10,10,1,97.05882352941177,19
2010020189,20102011,2010-11-06 23:00:00+00:00,15,13,3,93.54838709677419,10,14,16,2,92.0,7
2010020190,20102011,2010-11-06 23:00:00+00:00,16,18,3,90.32258064516128,8,15,21,2,91.30434782608695,9
2010020191,20102011,2010-11-06 23:00:00+00:00,16,14,2,92.3076923076923,2,8,8,2,96.875,4
2010020192,20102011,2010-11-06 23:00:00+00:00,9,9,2,90.0,12,13,14,2,89.65517241379311,13
2010020194,20102011,2010-11-06 23:00:00+00:00,17,18,4,87.5,29,6,9,1,94.5945945945946,30
2010020195,20102011,2010-11-07 01:00:00+00:00,16,17,2,100.0,21,17,13,3,88.88888888888889,25
2010020197,20102011,2010-11-07 02:00:00+00:00,20,8,5,85.71428571428571,23,9,8,3,82.35294117647058,17
2010020198,20102011,2010-11-07 02:30:00+00:00,16,16,2,94.28571428571428,28,9,15,2,87.17948717948718,14
2010020199,20102011,2010-11-07 22:00:00+00:00,27,18,6,92.0,15,10,9,3,92.3076923076923,4
2010020200,20102011,2010-11-08 00:00:00+00:00,17,20,2,95.23809523809523,3,12,11,2,100.0,19
2010020201,20102011,2010-11-08 00:00:00+00:00,25,28,4,92.3076923076923,16,18,21,1,96.29629629629629,22
2010020202,20102011,2010-11-08 01:00:00+00:00,18,16,4,83.33333333333334,24,11,14,3,86.48648648648648,18
2010020203,20102011,2010-11-09 00:30:00+00:00,24,17,4,93.54838709677419,17,18,21,2,92.5,27
2010020204,20102011,2010-11-10 00:30:00+00:00,17,22,2,82.6086956521739,3,15,10,3,89.28571428571429,15
2010020205,20102011,2010-11-10 00:00:00+00:00,12,11,3,95.45454545454545,12,20,22,2,83.33333333333334,22
2010020206,20102011,2010-11-10 00:30:00+00:00,18,21,3,100.0,8,14,20,2,93.10344827586206,23
2010020207,20102011,2010-11-10 00:30:00+00:00,18,17,4,94.5945945945946,9,29,29,4,82.75862068965517,11
2010020208,20102011,2010-11-10 00:30:00+00:00,20,17,3,100.0,14,14,18,2,84.0,10
2010020209,20102011,2010-11-10 02:30:00+00:00,21,17,3,87.5,21,10,12,2,93.54838709677419,20
2010020210,20102011,2010-11-10 03:30:00+00:00,21,18,3,85.0,28,17,30,2,95.1219512195122,24
2010020211,20102011,2010-11-11 00:00:00+00:00,8,23,0,90.47619047619048,1,17,18,3,87.5,7
2010020212,20102011,2010-11-11 00:00:00+00:00,17,17,2,81.25,5,19,9,4,91.30434782608695,6
2010020213,20102011,2010-11-11 00:00:00+00:00,19,21,4,96.66666666666667,29,14,11,3,77.14285714285715,19
2010020214,20102011,2010-11-11 00:30:00+00:00,21,15,3,96.96969696969697,13,14,22,2,85.71428571428571,10
2010020215,20102011,2010-11-11 01:30:00+00:00,26,30,4,90.9090909090909,16,20,24,2,97.22222222222221,27
2010020216,20102011,2010-11-11 03:00:00+00:00,23,20,5,100.0,24,18,34,2,92.85714285714286,2
2010020217,20102011,2010-11-12 00:00:00+00:00,11,11,2,92.6829268292683,6,16,12,5,97.14285714285714,8
2010020218,20102011,2010-11-12 00:00:00+00:00,20,27,2,93.54838709677419,3,22,22,4,89.28571428571429,7
2010020219,20102011,2010-11-12 00:00:00+00:00,30,20,7,92.6829268292683,15,11,20,2,80.0,14
2010020220,20102011,2010-11-12 00:00:00+00:00,19,12,4,69.23076923076923,12,12,12,3,97.22222222222221,4
2010020222,20102011,2010-11-12 00:30:00+00:00,27,19,5,92.0,17,21,29,2,82.35294117647058,22
2010020223,20102011,2010-11-12 00:30:00+00:00,23,19,5,81.81818181818183,9,14,22,2,94.28571428571428,23
2010020224,20102011,2010-11-12 01:00:00+00:00,18,7,6,92.3076923076923,19,15,19,3,91.30434782608695,18
2010020225,20102011,2010-11-12 03:30:00+00:00,19,7,6,96.42857142857143,26,17,18,3,89.65517241379311,25
2010020226,20102011,2010-11-12 03:30:00+00:00,23,21,3,96.0,28,18,35,2,97.36842105263158,2
2010020227,20102011,2010-11-13 00:00:00+00:00,12,28,0,87.5,1,23,35,2,89.74358974358975,22
2010020228,20102011,2010-11-13 00:00:00+00:00,21,24,2,93.75,5,14,26,2,75.0,14
2010020229,20102011,2010-11-13 00:00:00+00:00,27,22,5,82.75862068965517,29,24,25,4,96.55172413793103,21
2010020230,20102011,2010-11-13 00:30:00+00:00,25,16,4,95.65217391304348,13,9,11,2,92.5925925925926,30
2010020232,20102011,2010-11-13 03:00:00+00:00,24,20,6,93.10344827586206,24,18,21,3,91.66666666666666,25
2010020233,20102011,2010-11-14 00:00:00+00:00,12,14,2,93.93939393939394,6,18,23,3,100.0,9
2010020234,20102011,2010-11-14 00:00:00+00:00,13,25,0,92.0,7,20,13,4,88.88888888888889,15
2010020235,20102011,2010-11-14 00:00:00+00:00,17,16,3,87.09677419354838,10,20,24,3,90.625,23
2010020236,20102011,2010-11-14 00:00:00+00:00,20,21,4,93.33333333333333,8,25,30,3,78.78787878787878,12
2010020237,20102011,2010-11-14 00:00:00+00:00,33,22,6,94.44444444444444,4,15,17,2,88.09523809523809,13
2010020239,20102011,2010-11-14 00:00:00+00:00,33,21,6,95.45454545454545,17,29,26,5,88.0,21
2010020240,20102011,2010-11-14 01:00:00+00:00,13,15,2,90.625,18,19,17,3,90.9090909090909,16
2010020242,20102011,2010-11-14 03:00:00+00:00,25,22,4,90.32258064516128,28,14,14,3,88.57142857142857,20
2010020243,20102011,2010-11-14 03:30:00+00:00,22,8,7,94.73684210526315,26,18,35,2,85.29411764705883,2
2010020244,20102011,2010-11-14 17:30:00+00:00,23,29,3,90.47619047619048,3,26,39,2,74.19354838709677,22
2010020245,20102011,2010-11-14 22:00:00+00:00,36,23,8,85.18518518518519,15,31,34,4,84.375,11
2010020246,20102011,2010-11-14 22:00:00+00:00,24,17,4,82.35294117647058,14,10,13,2,97.36842105263158,30
2010020247,20102011,2010-11-15 00:00:00+00:00,25,29,4,92.3076923076923,16,20,32,3,93.02325581395348,24
2010020248,20102011,2010-11-16 00:00:00+00:00,12,16,2,100.0,6,17,25,4,87.5,1
2010020249,20102011,2010-11-16 00:00:00+00:00,16,27,1,92.3076923076923,7,25,27,4,89.74358974358975,23
2010020250,20102011,2010-11-16 00:00:00+00:00,38,24,7,96.55172413793103,4,20,23,4,89.13043478260869,9
2010020251,20102011,2010-11-16 00:00:00+00:00,26,25,3,88.0,5,21,16,5,94.87179487179486,3
2010020252,20102011,2010-11-16 01:00:00+00:00,23,21,3,90.0,21,15,19,3,73.91304347826086,19
2010020253,20102011,2010-11-16 03:30:00+00:00,29,25,5,91.42857142857143,28,18,15,4,82.35294117647058,26
2010020254,20102011,2010-11-17 00:00:00+00:00,20,21,3,88.23529411764706,10,18,21,4,84.84848484848484,18
2010020255,20102011,2010-11-17 00:00:00+00:00,27,23,5,100.0,8,20,13,4,89.28571428571429,4
2010020256,20102011,2010-11-17 02:00:00+00:00,26,19,5,96.29629629629629,25,22,35,3,92.3076923076923,24
2010020257,20102011,2010-11-18 00:00:00+00:00,17,16,2,92.3076923076923,2,15,31,2,94.44444444444444,14
2010020258,20102011,2010-11-18 00:00:00+00:00,31,31,4,85.0,3,26,13,5,94.44444444444444,6
2010020259,20102011,2010-11-18 00:00:00+00:00,28,28,3,96.66666666666667,5,28,31,4,89.65517241379311,23
2010020260,20102011,2010-11-18 00:00:00+00:00,42,27,9,93.93939393939394,15,24,25,4,89.28571428571429,7
2010020261,20102011,2010-11-18 00:00:00+00:00,20,20,4,95.83333333333334,12,21,28,4,75.0,9
2010020263,20102011,2010-11-18 00:30:00+00:00,36,22,7,91.66666666666666,17,18,25,3,77.41935483870968,19
2010020264,20102011,2010-11-18 01:00:00+00:00,23,19,5,96.42857142857143,30,23,33,3,92.5925925925926,24
2010020265,20102011,2010-11-18 02:00:00+00:00,29,24,4,93.02325581395348,21,13,12,3,81.81818181818183,28
2010020266,20102011,2010-11-18 02:30:00+00:00,25,26,4,93.33333333333333,20,22,25,3,97.5,27
2010020267,20102011,2010-11-18 02:30:00+00:00,14,19,2,89.36170212765957,22,22,21,3,100.0,16
2010020268,20102011,2010-11-18 03:30:00+00:00,27,9,8,84.0,26,10,11,3,91.66666666666666,29
2010020269,20102011,2010-11-19 00:00:00+00:00,15,16,3,100.0,6,17,22,2,90.0,13
2010020270,20102011,2010-11-19 00:00:00+00:00,25,25,4,96.66666666666667,10,17,28,4,88.88888888888889,1
2010020271,20102011,2010-11-19 00:00:00+00:00,39,23,7,75.75757575757575,4,19,33,3,78.125,14
