game_id,season,date_time,game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_perc,away_perc,home_team_id,away_team_id,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg,total
2015020151,20152016,2015-10-31,2,5,0,5,4,0,4,2,0,1,3,0,1,3,1,0.9037381700296825,0.919794667161651,30,16,3.0,2.5217391304347827,2.7358490566037736,2.509433962264151,9
2012030221,20122013,2013-05-16,3,2,0,0,3,1,2,3,1,2,1,0,0,1,1,0.9242517046459604,0.9244995714315871,6,3,3.1333333333333333,2.2222222222222223,2.56,2.34,5
2013020516,20132014,2013-12-18,1,4,1,4,2,0,3,6,0,4,2,0,5,0,0,0.9110439286844714,0.9078969104794555,19,28,2.4074074074074074,2.111111111111111,2.033333333333333,2.7,6
2017020558,20172018,2017-12-28,0,1,1,3,1,0,5,2,0,5,3,1,4,0,0,0.9074548384461859,0.9066525762535137,6,9,2.7954545454545454,2.4545454545454546,2.5098039215686274,2.823529411764706,6
2013020611,20132014,2014-01-02,2,1,0,2,5,0,4,1,0,4,5,1,5,4,0,0.9251101004180327,0.895934408680573,23,14,2.8076923076923075,2.3076923076923075,2.75,3.375,6
2012020433,20122013,2013-03-19,1,3,1,3,2,0,2,1,0,2,3,1,4,3,0,0.912363214723435,0.9088494626453805,8,7,2.8048780487804876,2.707317073170732,2.317073170731707,2.926829268292683,5
2015020472,20152016,2015-12-18,2,4,0,4,1,0,2,5,1,3,1,0,2,3,1,0.9037381700296825,0.9269185347698828,30,3,3.0,2.5217391304347827,3.122448979591837,2.2653061224489797,7
2014021139,20142015,2015-03-31,4,7,0,3,2,1,3,4,1,3,2,0,2,1,0,0.920795657464005,0.9042842768733624,25,20,3.159090909090909,2.4545454545454546,2.3658536585365852,2.951219512195122,8
2014020899,20142015,2015-02-25,4,3,0,0,3,0,2,3,0,3,0,0,4,1,1,0.9099608676995511,0.913646232460553,19,8,3.3863636363636362,2.409090909090909,2.8,2.74,7
2014020518,20142015,2014-12-28,2,1,0,1,3,1,0,1,0,3,2,0,0,1,1,0.9202976747395436,0.9111391842526038,5,15,3.1666666666666665,2.375,2.8292682926829267,3.0,3
2011020859,20112012,2012-02-18,4,5,0,2,5,0,3,4,0,1,5,0,5,2,0,0.9133188382412974,0.9054592163268771,12,28,3.073170731707317,2.7804878048780486,2.98,2.88,5
2015020842,20152016,2016-02-16,1,4,1,3,2,1,2,5,0,1,2,0,1,2,0,0.9086701159273038,0.9186879150508777,13,5,2.658536585365854,2.682926829268293,2.477272727272727,2.5454545454545454,3
2018020554,20182019,2018-12-23,4,1,1,2,3,0,4,5,0,5,3,1,1,3,0,0.9004321423463889,0.8952684259619136,12,5,2.682926829268293,2.975609756097561,3.106382978723404,3.3617021276595747,3
2011020448,20112012,2011-12-15,3,4,0,0,1,1,1,0,0,3,5,0,0,4,1,0.9086241786756394,0.928295177873872,9,6,2.292682926829268,2.8536585365853657,2.9622641509433962,2.4716981132075473,7
2016021047,20162017,2017-03-17,2,0,1,4,2,0,3,4,0,2,4,0,2,4,1,0.9083551655837222,0.9220788317741283,26,7,2.5681818181818183,2.3863636363636362,2.5365853658536586,2.682926829268293,2
2018020198,20182019,2018-11-03,1,2,1,2,3,1,3,2,0,2,0,1,2,3,0,0.8932264657088962,0.9075771873652578,2,1,3.4146341463414633,3.731707317073171,2.977272727272727,3.25,3
2018020549,20182019,2018-12-22,6,3,1,2,3,0,4,5,0,0,0,1,0,0,1,0.9176826791418838,0.8928224342195872,54,8,3.588235294117647,2.4705882352941178,2.268292682926829,3.5853658536585367,7
2016021034,20162017,2017-03-16,5,4,1,2,5,0,4,6,0,0,9,0,1,3,1,0.8945393405355543,0.9194916324780823,20,6,3.1463414634146343,3.048780487804878,3.1463414634146343,2.4634146341463414,7
2017020196,20172018,2017-11-03,4,1,0,3,6,0,1,2,1,2,5,0,1,3,0,0.9183663809023968,0.9160320736930831,53,7,2.5365853658536586,2.8536585365853657,2.292682926829268,3.073170731707317,9
2014030412,20142015,2015-06-06,0,1,0,6,3,0,2,0,0,5,4,1,4,3,1,0.9120340362364547,0.8947965090866945,14,16,3.13953488372093,2.6511627906976742,2.92,3.08,7
2017020871,20172018,2018-02-14,3,2,0,2,1,0,1,2,1,0,2,0,0,3,1,0.9241694674156673,0.9200947206627882,18,19,3.173076923076923,2.3076923076923075,2.595744680851064,2.5106382978723403,7
2018020704,20182019,2019-01-14,1,4,1,2,1,0,5,2,0,6,1,0,0,2,0,0.8903230619758272,0.9012681171365164,20,53,2.658536585365854,3.1707317073170733,2.5853658536585367,3.3658536585365852,8
2017020189,20172018,2017-11-02,2,4,1,3,2,0,3,4,0,4,3,0,4,3,1,0.9023289784612638,0.9234864769698325,14,3,3.1219512195121952,2.8780487804878048,3.0851063829787235,2.4680851063829787,3
2013020242,20132014,2013-11-09,3,5,0,6,4,0,0,3,0,5,1,0,1,3,0,0.8973289253042256,0.8825776233708303,52,18,2.8333333333333335,2.75,2.1666666666666665,3.3333333333333335,5
2018021154,20182019,2019-03-23,3,4,1,1,2,1,0,7,0,4,2,0,4,3,0,0.9210739036218721,0.9128444565350728,10,3,3.4545454545454546,2.6136363636363638,2.5609756097560976,3.4390243902439024,3
2017020012,20172018,2017-10-06,4,1,0,3,2,0,1,0,0,3,2,0,4,7,1,0.8995878232908652,0.8876128166360876,26,4,2.8048780487804876,2.5853658536585367,2.341463414634146,3.1951219512195124,2
2011021082,20112012,2012-03-19,7,0,0,2,1,0,2,3,0,6,4,0,4,2,0,0.936409593169266,0.9005745267354724,6,10,3.1481481481481484,2.1666666666666665,2.6341463414634148,3.2195121951219514,8
2011020654,20112012,2012-01-15,2,3,1,3,0,0,3,2,0,2,3,1,0,6,0,0.8958661530249513,0.9054592163268771,29,28,2.658536585365854,3.073170731707317,2.98,2.88,3
2018020041,20182019,2018-10-10,6,3,1,1,3,0,2,1,0,1,4,0,3,4,1,0.9256507606322308,0.9053136285719604,25,10,3.1219512195121952,2.4146341463414633,3.2222222222222223,3.2222222222222223,11
