game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_team_id,home_scored_avg,home_conceded_avg,away_team_id,away_scored_avg,away_conceded_avg
0,3,0,3,5,0,0,2,0,4,2,0,4,3,1,3,4,0,4,1,1,5,3,1,4,1,0,6,3,1,28,2.3389830508474576,2.5254237288135593,27,2.6041666666666665,2.7291666666666665
1,0,1,1,2,0,3,4,0,4,7,1,1,4,0,0,4,0,4,8,0,1,4,1,5,8,0,2,1,1,52,3.1219512195121952,3.0365853658536586,5,3.3551401869158877,2.7196261682242993
0,1,0,3,1,0,4,1,1,3,1,1,1,4,0,4,1,1,4,2,0,3,2,1,3,1,0,3,2,0,25,3.1951219512195124,2.7195121951219514,22,2.9789473684210526,2.6
5,2,0,0,1,0,1,4,1,3,4,0,3,2,1,3,4,0,1,4,0,1,6,1,1,4,1,0,3,0,1,2.975609756097561,2.231707317073171,6,2.8068181818181817,2.5795454545454546
1,5,0,2,7,0,4,2,0,6,5,0,4,5,0,3,4,0,3,1,0,3,2,0,3,4,1,1,2,0,30,2.536842105263158,2.5473684210526315,52,2.768292682926829,2.8902439024390243
3,1,0,0,2,0,5,4,1,4,2,1,3,2,0,1,4,0,7,4,1,2,3,0,4,3,0,2,3,1,20,2.9390243902439024,2.548780487804878,25,2.875,2.8181818181818183
1,2,0,3,2,0,4,0,0,1,2,1,2,4,1,5,0,0,4,2,1,3,2,0,3,2,1,5,1,0,24,2.4727272727272727,2.9272727272727272,22,2.6041666666666665,2.7916666666666665
3,2,0,5,1,0,2,5,1,4,5,0,3,2,1,2,1,1,1,3,0,3,4,1,3,0,0,3,2,0,8,3.2195121951219514,2.548780487804878,5,3.3404255319148937,3.021276595744681
2,3,0,0,1,0,0,5,0,3,4,1,0,3,1,5,3,1,3,6,1,0,3,0,4,1,0,3,1,0,2,3.1097560975609757,2.475609756097561,5,3.5,2.852272727272727
3,1,1,5,1,0,0,4,0,5,4,0,2,6,0,5,2,0,4,0,0,5,6,0,3,6,0,4,3,1,16,2.3714285714285714,2.8380952380952382,52,2.7790697674418605,2.627906976744186
1,3,1,3,2,0,3,2,0,2,1,0,1,3,0,3,4,0,4,3,0,2,4,1,3,4,0,0,0,1,22,3.292682926829268,2.475609756097561,7,1.9146341463414633,3.024390243902439
2,5,0,1,2,0,3,5,0,1,3,1,2,1,0,0,3,1,5,1,0,3,1,0,1,4,1,3,5,1,8,2.7547169811320753,2.981132075471698,1,2.3333333333333335,2.6875
2,5,0,1,4,0,5,3,0,2,4,1,3,4,1,3,1,1,1,0,0,1,2,1,2,3,0,4,6,0,29,2.6931818181818183,2.8295454545454546,26,2.7222222222222223,2.259259259259259
3,4,1,4,7,1,6,3,1,4,2,1,3,4,0,2,1,0,0,6,0,4,3,0,2,3,1,2,3,0,14,2.4343434343434343,2.7777777777777777,13,2.875,2.477272727272727
1,5,0,5,4,0,3,5,1,1,3,0,3,8,0,6,2,1,3,2,0,2,5,1,0,1,1,2,3,0,7,3.024390243902439,1.9146341463414633,5,2.9894736842105263,2.526315789473684
0,2,0,0,3,0,0,1,0,4,2,1,1,3,1,4,1,0,2,4,1,5,4,0,1,2,0,1,5,0,28,2.509433962264151,2.981132075471698,19,2.7549019607843137,2.519607843137255
2,1,1,2,3,0,7,1,1,2,1,0,2,1,1,2,4,0,0,3,0,4,1,0,2,4,0,2,7,1,29,2.4827586206896552,3.0114942528735633,5,3.3551401869158877,2.7196261682242993
5,2,0,2,1,1,4,3,1,2,4,1,2,7,0,2,3,0,4,3,0,2,4,1,2,5,0,2,5,0,2,3.2560975609756095,2.7439024390243905,12,2.524390243902439,2.8048780487804876
2,4,0,4,2,0,3,2,1,0,2,0,2,3,1,6,3,1,4,1,0,3,2,0,1,2,0,5,3,0,25,3.1707317073170733,3.182926829268293,18,2.875,2.5795454545454546
3,1,1,5,2,0,6,4,1,5,1,0,6,2,1,1,2,0,3,5,0,7,4,0,2,3,0,1,2,1,5,2.4339622641509435,3.0,24,2.651685393258427,2.3146067415730336
4,3,0,1,4,0,1,4,0,3,2,0,4,1,0,1,5,0,5,4,1,2,6,0,0,0,1,0,0,1,4,2.9375,2.7708333333333335,23,2.5961538461538463,2.6153846153846154
3,2,1,2,1,0,2,3,1,4,2,0,3,5,0,0,1,0,2,3,0,4,2,0,2,1,0,1,2,0,25,2.8181818181818183,2.875,19,2.977272727272727,2.397727272727273
4,0,0,3,1,1,3,5,0,3,2,1,4,3,1,4,5,0,3,4,0,1,2,1,0,1,0,3,0,0,28,2.4204545454545454,2.6704545454545454,30,3.1494252873563218,2.5172413793103448
4,6,0,1,6,1,1,2,1,3,4,1,4,5,0,2,1,1,8,1,1,1,4,0,1,4,0,5,2,0,29,3.1951219512195124,2.4634146341463414,19,2.5274725274725274,2.065934065934066
7,0,1,4,0,0,2,1,0,5,3,0,6,3,0,2,5,0,3,2,0,4,1,1,2,1,0,0,0,1,19,2.397727272727273,2.977272727272727,13,2.3902439024390243,3.268292682926829
4,3,0,2,4,0,1,8,0,1,5,0,5,3,1,3,6,1,2,1,1,1,8,0,2,4,0,4,1,1,14,2.5277777777777777,3.0277777777777777,5,2.632183908045977,2.5402298850574714
2,4,0,5,6,1,4,3,1,1,2,0,0,1,1,4,0,0,5,2,1,1,6,0,2,3,0,3,2,1,26,2.049019607843137,2.4607843137254903,28,2.7126436781609193,2.574712643678161
2,1,0,4,1,1,3,5,0,2,1,1,4,3,1,4,0,0,2,5,0,4,0,1,1,0,0,4,1,0,25,3.1707317073170733,3.182926829268293,30,2.7717391304347827,2.4782608695652173
1,0,1,2,3,0,3,2,1,4,1,0,2,1,1,1,0,0,2,3,0,2,3,0,2,1,1,2,3,0,3,2.6595744680851063,3.0851063829787235,17,2.524390243902439,2.975609756097561
1,0,1,2,4,0,1,4,1,0,3,1,1,3,0,2,5,0,1,0,0,1,3,1,4,1,1,3,2,0,1,2.6875,2.3333333333333335,3,2.6,2.3333333333333335
3,2,0,2,4,0,4,2,0,4,5,1,1,3,1,4,2,1,1,3,0,3,2,0,2,3,1,3,4,0,30,2.7169811320754715,2.4339622641509435,29,2.5,2.4791666666666665
0,2,0,1,0,1,6,3,1,0,2,0,2,1,1,0,2,0,2,4,0,5,1,0,4,2,1,4,2,0,7,2.8902439024390243,2.451219512195122,26,2.451219512195122,2.5
1,3,0,0,3,1,0,3,1,0,3,0,0,2,1,2,4,1,3,2,0,2,3,0,1,4,0,1,2,0,8,2.525252525252525,2.686868686868687,15,2.8658536585365852,2.926829268292683
4,2,1,6,2,0,3,2,0,3,4,0,2,3,0,4,3,0,2,3,0,4,3,0,2,4,0,3,1,0,26,2.5,2.682926829268293,53,2.073170731707317,3.317073170731707
3,2,1,6,1,0,4,3,1,0,3,1,3,1,0,3,6,0,1,4,0,3,2,1,4,5,0,3,2,0,18,2.510869565217391,2.8152173913043477,16,2.9545454545454546,2.897727272727273
1,2,0,3,4,0,3,4,0,3,5,0,2,3,1,3,2,0,0,3,1,2,3,1,2,1,0,0,1,1,6,2.2285714285714286,2.8,3,2.6,2.3333333333333335
2,4,0,3,5,1,3,1,0,2,3,1,5,4,0,3,0,0,1,4,1,4,1,1,2,1,0,4,1,0,9,3.0121951219512195,2.8780487804878048,3,2.8275862068965516,2.735632183908046
0,2,0,0,3,0,2,3,1,2,1,1,3,1,1,3,2,0,2,1,0,1,2,1,0,2,0,0,3,1,18,2.5795454545454546,2.875,19,2.977272727272727,2.477272727272727
3,4,0,2,0,0,3,2,0,3,2,0,2,1,0,6,5,0,5,1,1,1,2,0,0,0,1,0,0,1,5,2.5238095238095237,3.3968253968253967,22,2.6041666666666665,2.7916666666666665
3,4,0,4,3,0,4,3,0,4,2,0,1,2,0,5,2,1,4,5,1,2,4,1,3,1,1,3,1,0,16,2.561797752808989,2.865168539325843,30,2.647727272727273,2.5795454545454546
3,2,0,5,3,0,2,1,0,2,5,0,0,4,0,2,5,0,7,6,0,1,2,1,0,0,1,0,0,1,15,2.4285714285714284,2.7142857142857144,24,2.9431818181818183,2.9204545454545454
1,0,1,2,4,0,1,4,1,0,3,1,1,3,0,2,5,0,1,0,0,1,3,1,4,1,1,3,2,0,1,2.975609756097561,2.231707317073171,3,3.0851063829787235,2.6595744680851063
3,2,1,1,0,1,5,0,1,4,3,0,3,0,0,3,5,0,6,3,0,3,0,1,3,4,0,1,3,0,5,2.7196261682242993,3.3551401869158877,2,2.9390243902439024,2.951219512195122
2,6,0,3,0,0,3,4,1,4,3,0,2,3,1,1,2,0,4,1,1,3,5,1,1,5,0,2,4,0,12,2.8048780487804876,2.524390243902439,3,2.635514018691589,2.364485981308411
2,1,1,4,1,0,4,3,1,2,3,0,4,3,1,4,1,1,6,1,0,4,1,0,3,0,1,5,1,0,6,2.8048780487804876,2.926829268292683,1,2.2439024390243905,2.5365853658536586
3,4,1,5,3,1,3,1,0,2,5,1,4,1,0,0,2,0,4,3,1,1,3,1,1,4,1,4,3,0,3,2.3069306930693068,2.9405940594059405,5,2.632183908045977,2.5402298850574714
4,7,0,6,4,0,3,1,0,5,2,1,0,1,0,1,4,0,1,3,0,2,3,1,3,1,0,0,6,1,19,2.8536585365853657,2.926829268292683,20,3.048780487804878,2.8902439024390243
2,4,0,1,0,0,2,5,0,3,0,0,4,1,0,4,3,0,0,3,0,0,3,0,1,2,1,2,4,1,52,2.8902439024390243,2.768292682926829,3,2.635514018691589,2.364485981308411
2,0,0,1,2,0,3,0,0,1,2,0,2,3,1,5,3,1,2,3,0,4,5,1,1,2,1,3,0,0,2,2.6666666666666665,2.774193548387097,15,2.9893617021276597,2.2872340425531914
3,2,1,2,5,0,2,1,0,3,1,1,1,5,1,1,5,0,2,4,0,2,3,0,5,4,1,4,2,1,15,2.294736842105263,3.1473684210526316,7,2.451219512195122,2.8902439024390243
3,2,1,3,2,0,5,4,1,3,4,0,6,1,0,4,1,0,3,1,1,4,1,0,5,3,1,4,3,0,18,2.6153846153846154,2.8846153846153846,14,2.8536585365853657,2.768292682926829
4,2,0,4,0,1,5,2,1,3,4,0,3,2,0,2,3,0,4,7,0,2,3,0,3,2,0,6,3,1,6,2.573170731707317,2.597560975609756,22,2.4146341463414633,3.451219512195122
1,2,0,6,0,1,6,3,1,5,2,0,0,3,0,6,5,1,0,1,1,3,4,0,3,6,0,6,3,0,15,2.294736842105263,3.1473684210526316,14,2.8536585365853657,2.768292682926829
3,2,0,1,5,1,4,2,1,4,3,1,7,4,1,1,5,0,2,1,1,3,9,0,2,4,0,1,3,0,24,2.697674418604651,2.7790697674418605,19,2.7560975609756095,2.707317073170732
3,1,1,3,2,0,3,2,0,2,3,1,2,4,0,4,3,1,1,4,0,5,8,0,3,5,1,1,2,0,16,2.627906976744186,2.872093023255814,1,2.231707317073171,2.975609756097561
1,2,0,5,4,1,4,2,0,3,2,1,3,1,0,3,0,1,4,1,1,4,5,0,4,1,0,2,3,0,18,2.510869565217391,2.8152173913043477,24,2.4878048780487805,2.817073170731707
2,3,0,0,1,0,0,5,0,3,4,1,0,3,1,5,3,1,3,6,1,0,3,0,4,1,0,3,1,0,2,3.1097560975609757,2.475609756097561,5,3.5,2.852272727272727
3,4,0,3,2,1,7,3,0,1,2,0,1,2,1,5,4,0,4,3,0,3,2,0,4,1,1,3,2,1,29,2.4827586206896552,3.0114942528735633,13,2.5609756097560976,2.8902439024390243
1,5,0,5,2,1,2,3,0,0,3,0,0,1,0,2,6,0,3,4,1,3,6,0,5,0,0,1,4,1,22,2.9878048780487805,2.475609756097561,10,2.4146341463414633,3.0
2,1,0,3,2,1,6,4,1,0,2,1,2,5,0,0,4,0,2,5,0,5,4,1,7,6,0,1,2,1,15,2.830188679245283,3.2547169811320753,24,2.7790697674418605,2.697674418604651
2,4,1,0,1,0,3,2,0,2,4,0,6,2,0,3,1,1,1,2,1,1,3,1,5,1,0,4,6,0,21,3.3902439024390243,2.024390243902439,53,2.402439024390244,3.1707317073170733
4,3,0,1,3,0,5,3,0,3,2,1,2,1,1,5,1,1,2,3,0,2,1,0,8,1,0,2,5,0,4,2.806451612903226,3.096774193548387,12,2.8780487804878048,2.9146341463414633
2,4,0,3,2,0,3,4,0,4,3,0,1,4,1,5,1,1,2,4,0,0,2,1,1,4,1,2,1,0,2,2.764044943820225,3.0,13,2.5121951219512195,2.7195121951219514
0,1,0,3,7,0,1,3,0,2,3,0,1,4,1,2,3,0,5,6,1,2,1,1,1,4,0,2,1,0,24,2.9204545454545454,2.9431818181818183,16,3.146067415730337,2.707865168539326
2,3,0,0,1,0,3,6,0,1,2,0,4,2,0,3,4,0,2,4,0,0,0,1,0,0,1,0,0,1,26,2.477272727272727,2.715909090909091,7,2.955056179775281,2.8202247191011236
3,5,0,1,5,1,4,5,0,4,8,1,1,0,0,3,2,0,2,1,0,4,3,0,3,6,1,3,2,0,19,2.707317073170732,2.7560975609756095,52,3.3333333333333335,2.6262626262626263
1,4,0,1,3,0,3,4,0,2,0,0,3,6,0,3,0,0,2,1,1,4,2,0,0,0,1,0,0,1,19,2.3518518518518516,2.574074074074074,4,2.7708333333333335,2.9375
1,2,0,2,0,0,4,6,0,0,4,1,1,3,1,5,0,1,1,0,1,1,2,0,0,1,0,3,2,0,26,2.5,2.451219512195122,19,2.763440860215054,2.5913978494623655
3,1,1,1,3,1,3,4,1,3,2,0,2,4,0,3,2,0,1,0,1,2,5,0,3,2,0,6,2,1,24,2.817073170731707,2.4878048780487805,28,2.7126436781609193,2.574712643678161
6,3,0,0,4,1,3,2,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,17,3.1097560975609757,2.6463414634146343,54,3.2254901960784315,2.696078431372549
3,4,0,5,6,0,3,2,1,7,0,1,6,3,0,3,5,1,2,1,0,1,4,1,6,0,0,1,4,0,3,2.6595744680851063,3.0851063829787235,15,3.1473684210526316,2.294736842105263
1,4,1,2,0,0,2,3,0,2,5,0,3,5,0,2,1,0,4,3,0,2,1,0,3,0,1,0,0,1,3,2.364485981308411,2.635514018691589,18,2.6341463414634148,2.951219512195122
2,3,0,2,3,0,4,6,1,2,3,1,2,3,1,2,3,0,6,4,0,2,4,1,2,1,0,4,2,1,5,2.7196261682242993,3.3551401869158877,4,2.6707317073170733,2.8780487804878048
3,2,0,3,4,0,5,3,1,1,3,0,2,3,1,2,3,0,1,4,0,4,3,1,1,0,0,3,4,1,15,2.2872340425531914,2.9893617021276597,52,2.6219512195121952,2.9146341463414633
0,3,0,2,3,1,1,2,0,1,3,1,0,2,1,1,3,1,3,2,0,2,1,0,2,3,1,4,3,0,8,2.525252525252525,2.686868686868687,7,1.9146341463414633,3.024390243902439
3,2,1,2,1,0,2,3,1,4,2,0,3,5,0,0,1,0,2,3,0,4,2,0,2,1,0,1,2,0,25,3.1707317073170733,3.182926829268293,19,2.977272727272727,2.477272727272727
1,2,0,1,2,0,2,3,0,0,3,0,2,1,0,1,6,0,1,0,1,2,3,1,0,3,0,0,0,1,1,2.6875,2.3333333333333335,21,2.4166666666666665,3.1666666666666665
4,1,1,7,3,0,1,4,0,4,6,1,0,5,1,4,1,1,3,2,1,2,1,0,3,1,0,3,4,0,21,2.926829268292683,2.6341463414634148,26,2.7126436781609193,2.425287356321839
4,1,0,1,4,0,4,2,0,7,3,0,5,1,0,2,5,0,4,1,0,3,2,1,0,0,1,0,0,1,15,2.4285714285714284,2.7142857142857144,19,2.926829268292683,2.8536585365853657
4,1,0,3,0,0,2,1,0,1,0,0,2,3,0,3,0,0,3,4,0,0,0,1,0,0,1,0,0,1,19,2.8536585365853657,2.926829268292683,7,2.955056179775281,2.8202247191011236
5,1,0,2,3,0,4,2,0,4,2,1,3,2,0,4,1,0,2,3,0,5,2,1,2,1,1,2,1,1,5,2.852272727272727,3.5,13,2.4719101123595504,2.752808988764045
1,2,0,0,2,0,1,3,0,1,5,0,4,5,0,3,1,0,4,2,0,2,3,0,5,7,1,3,5,0,9,3.231707317073171,2.8780487804878048,17,2.6206896551724137,2.8045977011494254
2,5,0,0,4,0,4,5,0,3,1,1,2,1,0,1,2,0,0,1,1,3,2,1,3,2,1,2,4,0,9,3.548780487804878,2.6951219512195124,1,2.9885057471264367,3.0114942528735633
2,4,0,1,6,0,2,1,0,1,3,0,3,4,1,4,2,1,3,2,0,1,4,1,3,5,1,4,3,0,1,2.5365853658536586,2.402439024390244,10,2.817073170731707,3.1219512195121952
3,4,0,0,4,1,1,3,0,3,4,0,4,2,0,3,2,0,5,2,1,5,4,0,1,4,0,3,5,1,20,3.1707317073170733,2.817073170731707,5,3.0,2.4339622641509435
3,2,0,2,5,0,2,0,0,6,5,0,1,2,1,1,2,1,2,4,1,5,3,0,3,2,1,4,2,0,13,3.0,3.024390243902439,28,3.0652173913043477,2.7717391304347827
4,3,0,2,4,0,1,8,0,1,5,0,5,3,1,3,6,1,2,1,1,1,8,0,2,4,0,4,1,1,14,3.426829268292683,2.8658536585365852,5,3.5,2.852272727272727
4,3,0,6,2,0,4,3,1,1,5,0,1,0,0,3,4,0,3,5,1,4,1,1,4,3,0,3,1,0,22,2.9878048780487805,2.475609756097561,8,2.6951219512195124,2.8780487804878048
0,7,0,1,0,0,3,1,0,3,2,1,2,3,1,3,5,0,4,1,0,3,5,0,3,4,1,4,1,1,6,2.573170731707317,2.597560975609756,15,2.8125,2.40625
1,5,0,2,3,0,0,4,1,3,2,0,4,2,1,2,3,1,3,2,1,3,1,0,2,1,0,1,6,0,13,3.5625,2.3333333333333335,8,2.981132075471698,2.7547169811320753
3,4,0,2,3,1,3,2,0,5,0,1,1,2,0,1,4,0,2,4,0,3,4,0,0,6,0,4,3,0,12,2.7560975609756095,2.292682926829268,15,2.8125,2.40625
2,4,0,2,5,0,5,3,0,2,8,0,1,4,0,5,3,0,2,5,0,1,5,0,2,5,0,5,2,0,25,2.8181818181818183,2.875,52,2.768292682926829,2.8902439024390243
5,8,0,2,1,0,4,3,0,3,4,1,3,2,0,2,1,1,1,4,0,5,3,0,5,1,1,4,2,1,3,2.735632183908046,2.8275862068965516,12,2.4146341463414633,2.7560975609756095
6,5,0,3,4,0,2,1,1,1,0,0,0,4,1,2,5,0,6,1,1,3,2,1,2,3,0,2,4,0,28,2.574712643678161,2.7126436781609193,26,2.4607843137254903,2.049019607843137
2,5,1,4,1,0,0,3,1,0,4,0,4,1,1,2,4,0,2,6,0,6,2,1,3,1,0,4,5,1,24,2.817073170731707,2.4878048780487805,27,2.5816326530612246,2.438775510204082
2,0,1,1,5,1,4,3,0,4,5,0,4,0,0,3,2,1,0,1,1,3,2,0,5,4,0,1,3,1,53,3.1219512195121952,2.5365853658536586,24,2.7790697674418605,2.697674418604651
3,2,1,5,3,0,3,2,0,1,3,1,1,2,0,4,2,1,1,2,1,4,1,1,3,2,0,2,5,0,26,2.049019607843137,2.4607843137254903,24,2.4878048780487805,2.817073170731707
1,6,0,6,2,1,3,1,1,4,2,0,6,3,1,4,0,1,4,3,0,7,5,0,1,4,1,0,1,0,16,3.1219512195121952,2.792682926829268,53,2.5365853658536586,3.1219512195121952
4,3,0,2,7,0,2,3,0,1,2,0,2,1,1,5,2,0,3,4,1,1,6,1,2,3,1,3,2,0,22,2.6,2.9789473684210526,28,2.6704545454545454,2.4204545454545454
2,1,1,5,4,0,3,1,1,0,4,0,5,2,0,0,5,0,1,3,0,4,6,0,4,1,0,5,2,1,26,2.5,2.682926829268293,15,2.8125,2.40625
