game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_team_id,home_scored_avg,home_conceded_avg,away_team_id,away_scored_avg,away_conceded_avg
0,5,0,5,2,1,2,5,0,5,2,0,2,4,0,6,3,0,2,4,0,4,2,0,2,3,1,4,1,0,10,3.1951219512195124,2.573170731707317,29,2.8780487804878048,3.048780487804878
3,2,0,2,3,0,2,3,0,1,3,1,3,4,1,3,0,1,1,0,0,4,7,0,1,6,1,1,5,0,30,2.8505747126436782,3.0114942528735633,4,3.022727272727273,3.0795454545454546
2,3,1,1,3,0,3,6,0,3,5,0,2,6,0,2,3,0,5,4,0,4,3,0,5,3,0,2,1,1,12,2.8048780487804876,2.524390243902439,30,2.5473684210526315,2.536842105263158
3,2,1,1,2,0,5,0,0,3,1,0,2,1,0,4,2,0,5,1,1,1,2,0,2,0,0,0,0,1,16,2.722772277227723,3.217821782178218,8,2.686868686868687,2.525252525252525
2,1,1,4,1,0,3,6,0,3,0,1,1,2,0,3,2,0,5,2,1,1,0,0,2,3,1,3,4,0,27,2.8372093023255816,2.802325581395349,25,2.768292682926829,2.841463414634146
3,4,1,2,4,0,1,4,0,1,2,0,4,0,0,5,6,0,4,5,0,1,4,0,2,0,1,0,0,1,22,3.292682926829268,2.475609756097561,4,2.831460674157303,2.853932584269663
5,2,0,5,3,0,1,2,0,3,5,0,3,2,0,1,5,0,4,1,1,2,3,0,0,0,1,0,0,1,26,2.303030303030303,2.5757575757575757,9,2.5344827586206895,2.3275862068965516
1,3,0,2,1,0,2,1,1,0,1,0,9,2,0,4,5,0,2,4,1,4,3,0,0,3,0,2,0,1,26,2.425287356321839,2.7126436781609193,6,2.926829268292683,2.8048780487804876
3,4,0,5,4,0,3,2,1,1,2,0,3,4,1,1,0,1,0,3,0,3,0,0,4,1,0,6,1,1,3,2.6595744680851063,3.0851063829787235,13,2.5609756097560976,2.8902439024390243
5,2,0,0,1,0,1,4,1,3,4,0,3,2,1,3,4,0,1,4,0,1,6,1,1,4,1,0,3,0,1,3.0114942528735633,2.9885057471264367,6,3.3085106382978724,2.6702127659574466
5,2,0,3,4,0,3,2,1,2,3,1,6,2,1,4,3,0,3,2,0,2,4,0,1,2,0,0,3,1,13,3.5625,2.3333333333333335,7,2.6041666666666665,2.9791666666666665
4,5,0,1,2,0,1,2,1,4,2,1,7,4,0,1,3,0,3,4,1,7,3,0,0,3,0,1,2,1,7,3.341463414634146,1.9634146341463414,14,3.0277777777777777,2.5277777777777777
1,4,0,2,4,0,2,4,1,3,2,0,5,2,0,1,4,0,2,1,1,5,1,1,3,4,0,5,1,1,2,3.037037037037037,2.888888888888889,14,3.0833333333333335,3.125
2,5,1,2,0,1,3,1,0,2,1,1,0,1,0,1,3,1,3,1,1,5,2,1,2,4,0,1,4,0,1,2.6875,2.3333333333333335,5,3.3968253968253967,2.5238095238095237
4,3,0,2,7,1,1,5,0,5,2,1,2,3,0,2,6,0,6,4,1,4,1,1,4,3,0,2,3,0,9,3.231707317073171,2.8780487804878048,4,2.831460674157303,2.853932584269663
0,2,1,2,0,0,2,1,0,3,2,0,4,0,0,4,2,0,1,2,0,1,0,0,2,6,1,0,0,1,21,2.7191011235955056,3.033707865168539,6,3.095744680851064,2.1595744680851063
3,6,0,1,3,0,4,1,0,3,2,0,3,6,1,2,3,0,0,1,1,2,3,0,1,4,1,1,0,1,7,2.8048780487804876,2.658536585365854,3,2.6372549019607843,2.235294117647059
1,4,1,1,2,0,1,6,0,0,3,1,2,3,0,1,4,0,2,3,0,1,4,0,2,4,0,0,3,1,7,3.341463414634146,1.9634146341463414,19,2.977272727272727,2.477272727272727
4,3,0,4,5,0,2,4,0,2,3,1,4,1,1,4,7,0,3,2,1,3,4,1,3,2,0,2,1,0,25,3.1707317073170733,3.182926829268293,20,2.881720430107527,2.6774193548387095
3,4,0,1,2,0,1,7,1,6,2,0,1,2,0,1,5,1,4,3,1,3,0,0,3,2,1,3,2,0,23,2.413793103448276,2.954022988505747,16,2.9545454545454546,2.897727272727273
0,3,0,0,3,0,5,3,0,1,3,1,3,2,0,4,5,1,0,3,1,4,1,0,1,4,0,1,2,1,3,2.3069306930693068,2.9405940594059405,9,2.840909090909091,2.5795454545454546
2,3,1,5,2,1,0,2,1,5,6,1,2,1,0,2,1,0,4,2,0,2,6,0,3,5,1,2,3,0,28,2.7717391304347827,3.0652173913043477,13,3.024390243902439,3.0
2,4,0,4,2,0,3,2,1,0,2,0,2,3,1,6,3,1,4,1,0,3,2,0,1,2,0,5,3,0,25,2.9583333333333335,2.7083333333333335,18,2.3125,2.8958333333333335
1,5,0,1,0,0,4,2,0,2,3,1,2,5,1,4,1,1,1,2,0,1,5,0,4,3,1,1,5,0,14,2.5277777777777777,3.0277777777777777,2,3.0,2.764044943820225
2,3,0,2,4,0,2,3,0,3,2,0,2,6,0,3,4,1,2,3,1,4,2,1,2,1,1,3,0,0,7,2.9791666666666665,2.6041666666666665,13,2.3333333333333335,3.5625
4,3,0,1,4,1,2,5,0,5,0,1,4,2,0,2,1,1,3,5,0,3,1,0,4,3,1,1,6,0,25,2.9583333333333335,2.7083333333333335,16,3.084507042253521,2.112676056338028
5,4,0,1,2,0,2,4,1,5,4,0,3,1,0,2,4,0,3,1,1,2,3,1,3,2,0,4,3,1,29,3.048780487804878,2.8780487804878048,30,2.7717391304347827,2.4782608695652173
2,0,0,4,3,1,4,6,0,0,4,1,1,3,1,5,0,1,1,0,1,1,2,0,0,1,0,3,2,0,26,2.441860465116279,2.813953488372093,19,2.7560975609756095,2.707317073170732
1,2,0,3,4,0,1,2,0,2,3,0,0,4,0,2,1,0,3,7,0,2,3,1,1,4,0,2,3,0,13,3.268292682926829,2.3902439024390243,29,2.8295454545454546,2.6931818181818183
4,0,0,4,5,0,3,2,0,4,1,0,1,2,1,2,5,1,4,3,0,2,1,0,3,2,1,3,4,0,27,2.8372093023255816,2.802325581395349,16,3.146067415730337,2.707865168539326
5,4,1,3,1,0,1,5,0,4,5,0,2,4,1,4,3,0,3,2,0,4,3,0,5,1,1,1,2,0,2,2.764044943820225,3.0,17,2.808988764044944,2.674157303370787
3,2,0,2,1,1,3,1,0,2,0,0,3,1,0,2,3,1,1,2,1,3,2,0,3,4,1,4,7,0,7,3.341463414634146,1.9634146341463414,8,2.617021276595745,2.3191489361702127
1,3,0,2,1,0,3,2,0,0,4,0,3,5,0,3,4,0,0,1,0,0,5,1,2,1,1,2,7,0,22,3.2804878048780486,2.3536585365853657,19,2.926829268292683,2.8536585365853657
1,0,0,1,2,1,2,4,0,1,4,0,3,2,1,2,1,1,3,4,0,1,3,1,2,3,0,4,3,0,6,2.449438202247191,3.191011235955056,8,2.5853658536585367,2.7560975609756095
1,4,0,2,3,0,0,1,0,4,2,1,3,2,0,2,3,1,2,4,1,5,2,1,3,4,0,4,0,0,26,2.303030303030303,2.5757575757575757,30,2.4339622641509435,2.7169811320754715
2,4,0,4,5,0,0,4,0,1,2,0,1,5,0,3,2,1,4,5,1,1,2,0,1,4,1,5,2,1,30,2.5795454545454546,2.647727272727273,18,2.6979166666666665,2.6875
3,1,1,1,2,1,2,5,0,2,4,1,1,6,0,4,0,0,6,3,0,1,2,0,3,1,0,3,4,1,6,2.8048780487804876,2.926829268292683,23,2.3292682926829267,2.9634146341463414
3,0,0,2,4,0,1,2,0,2,0,0,4,6,0,0,4,1,1,3,1,1,2,0,0,1,0,3,2,0,26,2.477272727272727,2.715909090909091,19,2.926829268292683,2.8536585365853657
5,3,0,3,4,0,5,1,0,5,2,0,2,3,0,1,2,0,3,1,1,4,3,0,0,3,1,2,3,1,5,2.4831460674157304,2.831460674157303,8,2.6179775280898876,2.539325842696629
3,6,0,2,5,0,2,4,0,7,1,0,2,6,1,2,1,1,5,1,0,3,4,0,0,3,1,2,3,0,16,2.707865168539326,3.146067415730337,23,2.9906542056074765,2.3738317757009346
3,2,0,4,3,1,5,3,1,3,2,0,2,3,1,3,0,0,3,2,0,1,2,1,1,0,0,3,6,0,3,2.235294117647059,2.6372549019607843,6,3.191011235955056,2.449438202247191
1,0,0,1,2,1,2,4,0,1,4,0,3,2,1,2,1,1,3,4,0,1,3,1,2,3,0,4,3,0,6,2.6702127659574466,3.3085106382978724,8,2.548780487804878,3.2195121951219514
4,3,0,2,1,0,3,7,1,1,4,0,2,3,0,5,2,1,0,4,1,1,2,1,2,4,0,5,2,0,14,2.768292682926829,2.8536585365853657,9,2.5643564356435644,2.613861386138614
2,5,0,1,3,0,0,3,0,2,5,0,3,4,0,0,2,0,0,2,0,4,3,0,2,3,1,0,0,1,23,2.3738317757009346,2.9906542056074765,8,2.6179775280898876,2.539325842696629
0,5,0,3,0,1,5,4,0,6,5,1,0,3,0,2,5,1,3,1,0,4,5,1,5,4,0,2,3,1,2,3.6097560975609757,3.2195121951219514,25,2.8658536585365852,2.7439024390243905
5,3,0,2,3,0,3,4,0,2,1,1,1,3,0,4,3,0,1,3,0,0,3,1,3,1,0,2,3,0,23,2.3738317757009346,2.9906542056074765,18,2.6808510638297873,2.425531914893617
4,1,1,2,1,1,6,0,0,2,3,1,3,1,0,0,3,0,3,4,1,2,5,1,3,0,0,1,3,0,30,2.5172413793103448,3.1494252873563218,20,2.7325581395348837,2.7325581395348837
2,3,0,2,4,1,4,3,0,2,0,1,4,2,0,3,4,0,2,1,0,3,0,0,0,6,1,4,1,0,25,3.1707317073170733,3.182926829268293,13,2.5121951219512195,2.7195121951219514
2,1,0,3,4,1,1,2,0,3,2,0,1,2,0,2,1,0,4,1,0,1,2,1,3,0,0,0,0,1,18,2.951219512195122,2.6341463414634148,8,2.686868686868687,2.525252525252525
4,3,0,1,5,0,3,2,0,3,2,1,1,3,1,0,2,0,2,3,1,2,3,0,3,2,1,3,0,0,19,2.3518518518518516,2.574074074074074,23,2.5961538461538463,2.6153846153846154
3,2,0,6,3,0,0,5,1,5,2,0,3,1,1,1,5,1,4,5,0,1,5,0,2,3,1,2,0,0,29,2.4791666666666665,2.5,21,2.4166666666666665,3.1666666666666665
3,1,1,1,4,1,2,1,0,3,4,0,2,4,1,4,3,0,3,6,0,3,6,0,2,3,1,1,5,1,21,3.3902439024390243,2.024390243902439,5,3.3551401869158877,2.7196261682242993
4,2,0,2,3,0,1,0,0,2,5,0,3,5,0,2,3,0,1,7,0,5,1,1,4,1,0,2,3,0,52,3.0,2.6666666666666665,21,2.4166666666666665,3.1666666666666665
1,2,0,2,7,0,2,5,0,1,2,0,0,1,0,4,5,0,1,4,1,3,1,0,1,3,0,0,0,1,14,3.125,3.0833333333333335,30,2.4339622641509435,2.7169811320754715
2,5,0,6,4,1,4,2,1,4,2,0,4,3,0,1,5,0,2,4,1,3,4,0,2,6,1,1,5,1,12,2.9634146341463414,2.597560975609756,14,2.8658536585365852,3.426829268292683
1,5,0,3,5,0,2,4,0,2,3,1,2,3,1,7,4,0,2,5,0,1,2,1,4,2,0,3,1,0,6,2.317757009345794,3.05607476635514,5,2.831460674157303,2.4831460674157304
4,1,0,7,2,0,3,4,0,3,2,0,2,1,0,2,3,1,4,5,1,3,4,1,1,6,0,2,4,0,28,2.71,2.99,23,2.9906542056074765,2.3738317757009346
5,4,1,5,0,0,1,3,0,0,3,1,2,1,0,5,2,0,1,2,1,2,3,0,4,3,0,3,5,1,52,2.9146341463414633,2.6219512195121952,22,2.475609756097561,2.9878048780487805
3,8,0,2,5,0,5,2,0,5,4,0,4,2,0,3,4,1,2,1,1,1,2,0,6,4,1,6,3,1,1,2.518867924528302,2.707547169811321,14,2.8658536585365852,3.426829268292683
1,2,0,3,4,0,1,3,0,1,4,0,3,1,1,1,5,1,0,4,0,2,5,0,4,3,1,3,5,0,10,3.0609756097560976,2.658536585365854,13,2.3780487804878048,2.792682926829268
0,4,0,5,3,1,0,2,0,0,3,0,0,1,0,4,2,1,4,1,0,5,4,0,1,2,0,1,5,0,28,2.71,2.99,19,2.926829268292683,2.8536585365853657
1,4,0,0,3,0,3,1,0,5,4,0,1,5,0,2,5,0,0,3,0,4,0,1,3,7,0,1,5,1,52,3.0,2.7439024390243905,8,2.5853658536585367,2.7560975609756095
1,2,0,1,3,0,3,2,0,8,1,0,3,4,1,5,3,1,3,1,0,1,2,0,4,3,0,4,2,1,52,3.0,2.7439024390243905,12,2.597560975609756,2.9634146341463414
3,2,0,4,3,1,4,3,0,4,1,0,3,2,0,0,1,1,6,3,1,7,4,1,1,4,1,6,1,1,4,2.8780487804878048,2.6707317073170733,2,2.9390243902439024,2.951219512195122
5,1,0,3,2,0,3,1,1,2,3,0,3,2,0,3,2,1,0,4,0,3,6,1,5,4,0,2,1,1,30,2.7560975609756095,2.158536585365854,19,2.5274725274725274,2.065934065934066
5,2,0,2,3,0,1,2,1,4,2,0,5,3,0,1,0,1,3,1,1,1,2,0,3,4,1,3,1,1,26,2.477272727272727,2.715909090909091,25,2.768292682926829,2.841463414634146
4,0,0,4,1,1,5,2,0,0,2,0,4,1,1,2,3,1,4,5,0,1,2,0,4,5,0,6,2,1,23,2.9634146341463414,2.2195121951219514,4,2.6707317073170733,2.8780487804878048
2,4,0,6,3,1,2,5,0,4,0,0,2,5,0,1,2,0,3,2,1,3,4,0,4,3,1,5,3,0,7,2.707317073170732,2.451219512195122,23,2.3292682926829267,2.9634146341463414
1,2,1,2,3,1,3,2,0,0,1,1,2,3,1,4,2,0,3,2,0,4,1,1,3,4,1,2,5,0,9,2.853932584269663,2.943820224719101,7,2.658536585365854,2.8048780487804876
2,5,0,6,2,0,3,2,0,2,1,1,3,5,1,6,3,1,5,2,0,5,4,0,7,2,1,3,4,0,4,2.8780487804878048,2.6707317073170733,7,2.451219512195122,2.8902439024390243
2,3,0,1,2,1,4,2,0,5,3,0,1,0,1,3,1,1,4,5,1,1,2,0,3,4,1,3,1,1,26,2.5,2.451219512195122,25,2.7195121951219514,3.1951219512195124
1,5,0,3,2,0,4,3,1,4,1,0,4,3,1,2,1,0,5,3,1,2,4,0,5,1,1,6,2,0,9,3.231707317073171,2.8780487804878048,13,2.3902439024390243,3.268292682926829
7,4,0,5,1,0,5,2,0,3,4,0,2,3,1,6,2,1,4,3,0,3,2,0,2,4,0,1,2,0,13,2.792682926829268,2.3780487804878048,7,2.955056179775281,2.8202247191011236
3,2,0,5,1,0,3,2,0,5,1,1,2,3,1,3,2,0,2,6,0,5,3,0,1,2,1,2,1,1,30,2.5795454545454546,2.647727272727273,24,2.651685393258427,2.3146067415730336
4,1,0,3,1,0,2,1,1,0,3,1,2,1,1,3,2,0,3,5,0,3,2,1,5,4,0,2,1,0,15,2.40625,2.8125,2,3.0,2.764044943820225
4,3,0,6,3,0,6,7,0,5,1,1,5,4,1,4,2,0,1,4,0,3,4,0,3,4,1,1,5,0,17,2.7126436781609193,2.5172413793103448,2,2.774193548387097,2.6666666666666665
0,1,1,2,9,0,4,0,1,3,1,0,1,4,0,4,5,0,6,5,0,4,3,0,3,2,0,5,2,1,3,2.3069306930693068,2.9405940594059405,28,2.7804878048780486,2.8292682926829267
3,4,1,3,2,0,0,3,1,2,3,0,1,2,1,3,2,0,2,3,1,0,5,0,1,4,1,7,1,0,7,2.707317073170732,2.451219512195122,17,2.5172413793103448,2.7126436781609193
1,3,0,3,2,0,5,3,0,3,2,0,2,1,1,6,2,1,3,0,1,3,1,0,4,2,1,4,5,0,17,2.4827586206896552,2.954022988505747,22,2.5853658536585367,2.9146341463414633
4,0,0,1,2,0,1,3,0,3,2,1,2,3,1,2,3,0,4,0,1,6,3,0,4,5,1,1,2,0,19,2.519607843137255,2.7549019607843137,30,2.647727272727273,2.5795454545454546
3,4,0,2,5,0,2,3,1,1,2,0,5,3,0,3,6,0,2,5,1,4,5,1,2,7,0,4,3,1,7,2.9791666666666665,2.6041666666666665,4,2.7708333333333335,2.9375
0,1,1,2,1,0,4,2,1,4,1,1,2,3,0,1,2,0,4,3,1,3,1,0,3,2,1,3,4,1,8,2.3191489361702127,2.617021276595745,6,2.597560975609756,2.573170731707317
3,1,1,1,3,0,4,5,1,4,5,1,3,0,0,5,1,0,3,1,0,4,3,0,3,1,0,2,3,1,18,2.6153846153846154,2.8846153846153846,1,2.231707317073171,2.975609756097561
2,5,0,2,5,0,1,2,0,2,1,1,0,10,0,2,5,1,4,1,0,2,3,1,0,3,0,2,6,0,8,2.8780487804878048,2.6951219512195124,29,2.6707317073170733,3.073170731707317
6,5,0,7,0,1,1,2,0,4,5,0,5,3,1,4,2,0,4,6,1,3,5,0,3,1,1,0,5,0,18,2.6153846153846154,2.8846153846153846,52,3.0365853658536586,3.1219512195121952
3,5,0,1,2,0,1,2,0,4,1,1,4,2,0,6,1,0,4,3,1,2,5,1,5,4,0,4,2,1,26,2.425287356321839,2.7126436781609193,18,2.6979166666666665,2.6875
3,2,0,4,1,0,1,4,0,3,2,1,2,5,0,1,2,0,4,1,0,1,4,1,3,0,1,4,3,1,18,2.510869565217391,2.8152173913043477,17,2.954022988505747,2.4827586206896552
1,4,0,1,2,1,0,1,1,2,1,1,2,1,1,3,0,0,4,1,0,1,3,0,4,3,0,3,0,0,26,2.425287356321839,2.7126436781609193,20,2.817073170731707,3.1707317073170733
1,5,0,1,2,0,3,2,0,3,2,0,4,7,1,5,3,0,5,2,1,2,1,0,2,4,1,1,3,1,5,2.526315789473684,2.9894736842105263,6,3.095744680851064,2.1595744680851063
1,2,0,0,2,0,4,1,1,0,1,0,1,4,0,1,5,0,1,4,1,2,5,1,1,4,0,3,2,1,23,2.9634146341463414,2.2195121951219514,52,3.0365853658536586,3.1219512195121952
3,2,1,2,3,0,6,4,1,4,1,1,2,6,0,3,2,0,2,3,0,6,3,0,3,2,1,3,4,0,14,2.768292682926829,2.8536585365853657,22,2.9789473684210526,2.6
2,4,0,2,3,1,2,5,0,2,3,1,3,5,1,0,2,0,3,2,0,0,7,0,4,1,1,2,5,1,4,2.853932584269663,2.831460674157303,3,2.635514018691589,2.364485981308411
3,2,1,1,0,1,5,0,1,4,3,0,3,0,0,3,5,0,6,3,0,3,0,1,3,4,0,1,3,0,5,2.7196261682242993,3.3551401869158877,2,2.9390243902439024,2.951219512195122
2,5,0,1,2,0,8,1,1,3,4,1,1,3,0,4,1,0,1,2,1,3,4,0,1,2,0,4,1,1,2,3.6097560975609757,3.2195121951219514,22,2.8536585365853657,3.207317073170732
4,3,0,2,5,1,1,3,0,4,2,0,7,6,1,3,2,1,2,6,0,3,4,1,3,4,0,6,0,1,7,2.8202247191011236,2.955056179775281,6,3.05607476635514,2.317757009345794
2,5,1,4,6,0,1,5,1,2,3,0,4,0,0,2,6,0,2,1,1,4,2,0,3,2,1,2,1,0,24,2.5454545454545454,2.757575757575758,5,3.3551401869158877,2.7196261682242993
2,1,0,3,2,0,2,3,1,1,0,0,3,2,0,2,4,1,2,3,1,1,4,0,4,3,0,0,4,0,7,3.4146341463414633,2.426829268292683,9,2.6951219512195124,3.548780487804878
2,3,1,2,3,0,2,5,1,4,1,0,4,5,1,4,2,0,1,4,0,2,1,0,2,3,0,2,0,1,12,2.8780487804878048,2.6219512195121952,19,2.763440860215054,2.5913978494623655
5,3,0,1,0,0,4,2,1,2,4,1,2,3,0,3,2,0,3,6,0,3,2,0,1,5,0,1,2,0,18,2.425531914893617,2.6808510638297873,25,2.768292682926829,2.841463414634146
5,3,1,4,1,1,1,4,0,3,2,0,1,5,1,4,3,0,3,1,0,1,5,0,2,3,1,0,3,0,12,2.7560975609756095,2.4146341463414633,29,2.6707317073170733,3.073170731707317
1,2,0,6,0,1,6,3,1,5,2,0,0,3,0,6,5,1,0,1,1,3,4,0,3,6,0,6,3,0,15,2.4285714285714284,2.7142857142857144,14,3.06,2.85
0,3,0,0,3,0,5,3,0,1,3,1,3,2,0,4,5,1,0,3,1,4,1,0,1,4,0,1,2,1,3,2.735632183908046,2.8275862068965516,9,2.8780487804878048,3.0121951219512195
3,2,1,2,1,0,2,3,1,4,2,0,3,5,0,0,1,0,2,3,0,4,2,0,2,1,0,1,2,0,25,2.7439024390243905,2.8658536585365852,19,2.7560975609756095,2.707317073170732
0,2,0,2,3,0,2,3,0,6,3,1,0,5,1,2,4,0,4,2,1,2,3,0,2,3,0,1,4,1,12,2.8048780487804876,2.524390243902439,1,2.402439024390244,2.5365853658536586
5,3,0,3,6,0,3,2,1,4,0,0,2,3,1,2,4,0,3,2,0,2,3,0,1,3,1,1,2,1,8,2.4318181818181817,2.6931818181818183,13,2.5609756097560976,2.8902439024390243
1,2,0,2,1,0,4,3,1,0,3,0,2,3,1,2,1,0,1,3,1,0,1,0,3,2,0,0,1,1,5,2.7196261682242993,3.3551401869158877,15,3.1473684210526316,2.294736842105263
3,1,0,2,1,0,4,5,0,1,2,0,3,2,1,2,3,0,4,3,0,1,2,1,2,1,0,4,2,0,18,2.425531914893617,2.6808510638297873,28,2.99,2.71
4,2,1,4,3,0,1,4,1,0,3,1,4,1,1,6,4,0,2,1,1,3,1,0,1,2,0,2,4,1,1,2.975609756097561,2.231707317073171,4,2.6707317073170733,2.8780487804878048
4,3,0,3,2,0,3,2,0,5,0,0,2,4,0,3,5,0,2,3,0,2,3,1,1,5,1,2,4,0,21,3.5121951219512195,2.768292682926829,18,2.6808510638297873,2.425531914893617
4,5,0,1,2,0,3,2,0,1,5,0,3,2,0,6,3,0,4,0,0,0,3,0,4,3,1,4,2,0,15,2.6545454545454548,2.9272727272727272,29,2.5,2.4791666666666665
5,3,0,3,6,0,4,3,0,3,2,1,3,1,1,0,2,1,2,1,0,2,1,0,0,4,0,2,3,0,16,2.707865168539326,3.146067415730337,26,2.715909090909091,2.477272727272727
3,2,1,1,0,1,5,0,1,4,3,0,3,0,0,3,5,0,6,3,0,3,0,1,3,4,0,1,3,0,5,2.5238095238095237,3.3968253968253967,2,2.888888888888889,3.037037037037037
3,2,1,1,2,1,0,4,0,3,5,0,4,5,0,1,0,0,3,2,0,2,1,0,4,3,0,3,2,0,19,2.519607843137255,2.7549019607843137,52,2.6219512195121952,2.9146341463414633
2,5,0,3,4,0,4,2,1,5,4,0,3,1,0,2,6,1,1,2,1,4,3,0,3,1,0,5,0,1,18,2.663157894736842,3.2421052631578946,2,3.2195121951219514,3.6097560975609757
3,2,0,4,3,0,5,2,1,4,6,0,2,4,0,1,4,0,3,1,1,2,4,0,7,2,1,3,1,1,20,3.1707317073170733,2.817073170731707,16,2.865168539325843,2.561797752808989
3,2,1,3,1,0,4,1,0,4,3,0,1,4,1,3,2,0,3,2,1,4,2,0,0,0,1,0,0,1,53,3.1707317073170733,2.402439024390244,10,3.034090909090909,2.9545454545454546
2,3,0,3,0,0,4,2,1,3,2,0,3,0,0,1,4,0,3,2,1,5,4,1,3,5,0,2,3,0,5,2.4831460674157304,2.831460674157303,12,2.8780487804878048,2.9146341463414633
2,4,0,1,0,0,2,5,0,3,0,0,4,1,0,4,3,0,0,3,0,0,3,0,1,2,1,2,4,1,52,3.0,2.7439024390243905,3,2.6372549019607843,2.235294117647059
0,3,0,1,2,0,3,4,0,0,3,0,2,3,0,2,5,0,4,3,0,3,2,0,0,0,1,0,0,1,5,2.4831460674157304,2.831460674157303,25,2.768292682926829,2.841463414634146
0,6,0,4,1,0,3,6,0,2,1,0,3,6,0,3,2,0,1,2,0,2,5,0,2,1,1,0,0,1,3,2.3333333333333335,2.6,24,2.9272727272727272,2.4727272727272727
2,4,0,5,6,1,4,3,1,1,2,0,0,1,1,4,0,0,5,2,1,1,6,0,2,3,0,3,2,1,26,2.303030303030303,2.5757575757575757,28,2.5254237288135593,2.3389830508474576
1,3,0,2,0,0,2,4,1,0,6,0,3,4,0,0,1,1,1,0,0,2,5,1,3,5,0,0,4,1,9,3.048780487804878,2.341463414634146,6,3.05607476635514,2.317757009345794
2,4,0,2,1,0,9,2,1,3,6,0,0,5,1,7,4,0,4,3,0,8,4,1,2,1,0,1,4,1,22,2.9878048780487805,2.475609756097561,16,2.865168539325843,2.561797752808989
1,2,0,6,0,1,6,3,1,5,2,0,0,3,0,6,5,1,0,1,1,3,4,0,3,6,0,6,3,0,15,2.294736842105263,3.1473684210526316,14,2.8536585365853657,2.768292682926829
3,5,0,2,4,0,2,3,1,2,3,1,7,4,0,3,5,1,2,5,0,1,2,1,4,2,0,3,1,0,6,2.5795454545454546,2.8068181818181817,5,3.3551401869158877,2.7196261682242993
3,4,0,1,2,0,1,7,1,6,2,0,1,2,0,1,5,1,4,3,1,3,0,0,3,2,1,3,2,0,23,2.6153846153846154,2.5961538461538463,16,3.084507042253521,2.112676056338028
2,3,0,3,2,1,2,5,0,1,2,0,1,3,0,4,1,0,3,4,0,1,2,0,4,1,1,0,0,1,2,3.2560975609756095,2.7439024390243905,22,2.475609756097561,3.292682926829268
3,5,0,3,2,0,5,2,0,5,4,0,4,3,0,5,2,0,1,2,0,0,0,1,0,0,1,0,0,1,15,2.4285714285714284,2.7142857142857144,30,2.5121951219512195,2.841463414634146
1,2,0,3,4,0,3,4,0,3,5,0,2,3,1,3,2,0,0,3,1,2,3,1,2,1,0,0,1,1,6,2.449438202247191,3.191011235955056,3,2.6372549019607843,2.235294117647059
4,3,0,2,3,0,3,4,0,7,3,0,1,2,0,5,4,0,4,3,0,3,2,0,4,1,1,3,2,1,29,2.4791666666666665,2.5,13,2.3333333333333335,3.5625
2,3,0,4,1,0,2,3,1,3,1,0,3,1,0,6,5,1,3,2,0,4,1,1,5,3,0,3,6,0,28,2.4204545454545454,2.6704545454545454,53,2.402439024390244,3.1707317073170733
4,2,0,5,4,1,4,2,0,3,4,0,3,4,1,3,2,0,4,3,1,4,3,0,2,1,1,5,2,0,25,3.1951219512195124,2.7195121951219514,15,3.1473684210526316,2.294736842105263
4,3,0,3,4,0,5,4,0,3,4,0,1,3,0,5,3,1,2,3,0,3,4,0,2,1,0,1,0,1,30,2.841463414634146,2.5121951219512195,28,2.99,2.71
1,3,0,4,3,1,0,3,0,1,5,0,3,1,1,2,4,0,3,2,1,7,5,1,4,3,1,5,3,0,16,2.3714285714285714,2.8380952380952382,19,2.977272727272727,2.477272727272727
6,4,1,5,1,0,3,2,1,0,4,1,6,2,1,1,2,0,3,5,0,7,4,0,2,3,0,1,2,1,5,3.021276595744681,3.3404255319148937,24,2.7790697674418605,2.697674418604651
2,5,1,4,1,0,0,3,1,0,4,0,4,1,1,2,4,0,2,6,0,6,2,1,3,1,0,4,5,1,24,2.4727272727272727,2.9272727272727272,27,2.6041666666666665,2.7291666666666665
0,3,1,4,3,0,1,2,0,3,0,1,4,1,1,1,2,0,5,1,1,0,4,0,2,1,0,2,1,1,24,2.697674418604651,2.7790697674418605,9,2.6951219512195124,3.548780487804878
1,3,1,2,4,0,1,2,1,1,4,0,5,2,0,2,3,1,4,1,1,3,4,0,2,4,0,1,2,0,22,3.451219512195122,2.4146341463414633,30,2.7717391304347827,2.4782608695652173
4,0,0,1,2,0,2,4,0,2,3,1,0,3,1,4,1,1,2,3,0,4,5,0,5,3,1,1,3,0,12,2.8048780487804876,2.524390243902439,5,2.9894736842105263,2.526315789473684
3,4,0,1,2,1,1,3,0,0,3,1,2,3,1,0,6,0,0,1,0,2,3,1,2,4,0,4,3,1,21,3.1666666666666665,2.4166666666666665,23,2.5961538461538463,2.6153846153846154
2,5,0,0,4,1,1,3,0,2,1,0,4,2,0,3,4,0,3,6,0,8,5,0,1,3,1,4,3,0,23,2.6153846153846154,2.5961538461538463,6,2.8,2.2285714285714286
5,2,0,1,4,1,3,0,0,4,0,1,1,4,0,4,2,1,6,2,1,2,6,0,1,3,1,5,4,0,27,2.438775510204082,2.5816326530612246,24,2.4878048780487805,2.817073170731707
