0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8421052631578947,0.0,0.3,0.3,0.3,0.6,0.3,0.3,1.2,0.8999999999999999,0.3,0.3,0.6,0.0,1.2,1.2,1.5,1.5,1.2,0.0,0.0,0.0,0.8461538461538461,0.0,0.8999999999999999,0.3,0.0,1.2999999999999998,1.2999999999999998,0.0,1.5,0.8,0.8,1.7999999999999998,0.0,1.9,0.3,1.2999999999999998,1.0,2.0,0.0,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.8928571428571429,0.0,0.0,1.2999999999999998,1.4,1.2,0.3,0.8,0.3,1.7,0.6,0.8999999999999999,1.0,0.0,0.3,0.6,1.5,1.2,0.6,0.0,0.0,0.0,0.9230769230769231,0.3,2.3,0.3,1.5999999999999999,0.8999999999999999,1.0,0.8,0.6,0.0,0.5,1.5,0.3,1.4,0.8999999999999999,1.2999999999999998,0.0,0.6,1.5,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8787878787878788,0.0,0.0,0.0,0.3,0.6,0.8,2.0,0.0,1.5999999999999999,0.6,0.0,1.1,1.7,0.8999999999999999,2.2,1.2999999999999998,1.3,0.3,0.0,0.0,0.0,0.875,0.0,0.0,0.3,2.2,0.3,0.8,0.5,1.2999999999999998,0.5,0.0,0.0,0.0,0.3,0.6,0.6,1.1,0.6,0.6,0.0,0.0,0.0
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.7692307692307693,0.5,0.3,1.9,1.5,0.3,0.8,1.1,0.6,0.8999999999999999,1.1,1.0,0.6,0.6,0.3,1.7,1.7999999999999998,0.6,1.2,0.0,0.0,0.0,0.8888888888888888,0.0,1.0,0.0,0.6,0.0,0.0,0.3,1.4,0.0,0.0,0.0,0.8999999999999999,0.3,0.0,0.3,0.8999999999999999,0.8999999999999999,1.4,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.9142857142857143,0.0,0.3,0.0,0.0,1.0,0.0,0.0,1.2999999999999998,0.8,1.9,0.6,0.8999999999999999,2.0999999999999996,0.8,2.0,1.2,0.6,1.2,0.0,0.0,0.0,0.8181818181818182,0.0,0.0,0.6,0.0,0.3,0.3,0.0,1.5,0.3,0.3,0.3,1.2999999999999998,0.5,0.6,2.4,3.3,0.6,1.5,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.6,0.3,0.5,0.3,1.2999999999999998,0.8,1.9,0.0,0.8999999999999999,0.3,0.0,0.5,1.2,0.6,0.3,0.0,1.5,0.0,0.0,0.0,0.9,0.8,0.8,0.3,0.3,0.8999999999999999,0.3,0.0,0.0,0.0,0.3,0.0,0.8999999999999999,0.8999999999999999,0.6,0.6,0.0,1.0,1.2,0.0,0.0,0.0
0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.9583333333333334,0.0,0.3,0.0,0.8,1.5,0.6,0.0,0.0,1.0,0.6,1.1,0.8999999999999999,1.7,1.0,1.0,0.3,1.2,1.6,0.0,0.0,0.0,0.9736842105263158,0.6,0.3,0.3,0.6,0.0,1.2,0.3,1.4,1.2999999999999998,0.5,0.8999999999999999,2.3,2.0999999999999996,0.8,0.6,0.8999999999999999,0.0,0.6,0.0,0.0,0.0
1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6,0.0,0.3,0.3,0.0,0.3,1.5,1.2999999999999998,0.8,0.3,0.8999999999999999,1.2999999999999998,1.0,0.3,2.4,0.0,0.3,0.8,0.0,0.0,0.0,0.9714285714285714,1.0,0.0,0.3,0.3,0.8999999999999999,0.0,0.8999999999999999,0.6,1.0,0.0,0.3,0.3,0.0,1.4,0.3,2.7,2.7,0.3,0.0,0.0,0.0
0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.4,0.8999999999999999,0.0,0.5,0.3,0.3,0.3,0.8,2.5,0.3,1.1,1.2999999999999998,2.6,0.6,2.2,0.3,0.3,0.6,0.0,0.0,0.0,0.9142857142857143,0.0,1.1,0.0,0.0,0.0,1.5999999999999999,0.0,1.1,0.8999999999999999,1.7999999999999998,1.2999999999999998,1.5,0.3,0.3,0.6,0.3,2.2,0.6,0.0,0.0,0.0
1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9565217391304348,0.0,0.0,0.3,0.0,1.2,0.3,0.6,0.3,0.6,0.8,0.0,0.8999999999999999,0.8999999999999999,0.8999999999999999,2.5,1.4,0.0,1.2,0.0,0.0,0.0,0.8620689655172413,0.0,0.0,0.3,0.6,1.0,1.9,0.3,0.6,0.0,0.0,0.8999999999999999,1.1,0.0,0.3,1.1,0.6,2.2,2.3,0.0,0.0,0.0
