game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_perc,away_perc
2,0,1,1,4,1,5,2,1,1,2,1,2,5,1,2,0,0,1,4,0,5,2,0,1,2,0,2,5,0,0.8709677419354839,0.9393939393939394
4,3,1,0,1,1,2,3,1,3,4,1,4,3,1,4,3,0,0,1,0,2,3,0,3,4,0,4,3,0,1.0,0.967741935483871
2,0,1,3,2,1,4,2,1,2,3,1,7,3,1,2,0,0,3,2,0,4,2,0,2,3,0,7,3,0,0.9375,0.8571428571428571
2,3,1,7,3,1,2,4,1,1,2,1,3,4,1,2,3,0,7,3,0,2,4,0,1,2,0,3,4,0,0.9534883720930233,0.84
4,3,1,3,1,1,5,3,1,0,3,1,2,3,1,4,3,0,3,1,0,5,3,0,0,3,0,2,3,0,0.9259259259259259,0.9047619047619048
2,5,1,1,4,1,5,1,1,5,2,1,1,3,1,2,5,0,1,4,0,5,1,0,5,2,0,1,3,0,0.8666666666666667,0.9310344827586207
3,4,1,5,4,1,5,3,1,5,0,1,4,6,1,3,4,0,5,4,0,5,3,0,5,0,0,4,6,0,0.975609756097561,0.972972972972973
3,4,1,3,5,1,7,1,1,5,1,1,1,2,1,3,4,0,3,5,0,7,1,0,5,1,0,1,2,0,1.0,0.875
1,0,1,2,1,1,4,3,1,1,3,1,3,2,1,1,0,0,2,1,0,4,3,0,1,3,0,3,2,0,0.918918918918919,0.9629629629629629
1,2,1,5,3,1,4,1,1,5,3,1,1,4,1,1,2,0,5,3,0,4,1,0,5,3,0,1,4,0,0.9333333333333333,0.9583333333333334
3,2,1,2,1,1,4,2,1,3,1,1,2,1,1,3,2,0,2,1,0,4,2,0,3,1,0,2,1,0,0.8947368421052632,0.8076923076923077
3,5,1,1,2,1,5,2,1,5,4,1,3,2,1,3,5,0,1,2,0,5,2,0,5,4,0,3,2,0,0.8372093023255814,0.9166666666666666
4,2,1,2,0,1,5,2,1,6,2,1,3,2,1,4,2,0,2,0,0,5,2,0,6,2,0,3,2,0,0.9629629629629629,0.9523809523809523
3,4,1,3,0,1,7,2,1,5,4,1,4,2,1,3,4,0,3,0,0,7,2,0,5,4,0,4,2,0,0.9259259259259259,0.875
1,2,1,2,3,1,0,4,1,1,2,1,4,7,1,1,2,0,2,3,0,0,4,0,1,2,0,4,7,0,0.9230769230769231,0.84375
5,4,1,3,5,1,5,2,1,0,3,1,1,0,1,5,4,0,3,5,0,5,2,0,0,3,0,1,0,0,0.90625,1.0
3,4,1,5,3,1,3,4,1,4,5,1,4,3,1,3,4,0,5,3,0,3,4,0,4,5,0,4,3,0,0.9411764705882353,0.88
