game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_team_players,away_team_players
3,4,1,6,3,1,2,5,1,5,3,1,7,4,1,3,4,0,6,3,0,2,5,0,5,3,0,7,4,0,"[0.88235294 0.3        1.         1.3        0.         0.
 0.         0.9        0.         0.5        0.6        3.3
 0.6        0.         3.1        4.        ]","[0.88571429 0.         0.9        0.3        0.         1.4
 1.3        0.6        0.6        0.5        0.9        0.6
 1.1        1.6        1.1        0.9       ]"
2,1,1,1,3,1,2,4,1,5,1,1,2,1,1,2,1,0,1,3,0,2,4,0,5,1,0,2,1,0,"[0.96551724 0.         0.         0.3        0.         0.6
 0.3        0.         0.8        2.         1.2        0.3
 1.5        0.3        0.         0.        ]","[0.9375 0.8    0.     0.     0.8    0.3    0.     0.     0.3    0.
 0.     0.6    0.3    1.     0.9    0.9   ]"
3,4,1,3,1,1,3,4,1,5,1,1,4,2,1,3,4,0,3,1,0,3,4,0,5,1,0,4,2,0,"[0.77777778 0.5        0.3        0.6        0.3        0.
 2.9        3.7        0.3        1.4        0.3        0.6
 0.5        1.3        0.         1.9       ]","[0.96969697 0.3        0.         1.2        0.6        0.9
 0.9        0.9        0.9        1.2        0.         0.3
 0.         0.3        0.3        0.6       ]"
3,2,1,0,1,1,0,1,1,4,0,1,4,2,1,3,2,0,0,1,0,0,1,0,4,0,0,4,2,0,"[0.91666667 0.         0.         0.         0.9        0.
 1.3        0.5        0.6        1.3        0.8        0.3
 1.6        2.9        0.         2.1       ]","[0.84615385 0.3        0.         0.5        2.2        1.3
 0.3        0.3        0.         1.1        0.5        1.2
 0.6        1.5        0.9        1.2       ]"
3,0,1,0,3,1,3,5,1,3,0,1,4,2,1,3,0,0,0,3,0,3,5,0,3,0,0,4,2,0,"[0.91891892 0.         0.         0.3        1.         0.8
 1.         0.9        0.         0.9        0.         0.3
 0.5        1.6        1.5        0.6       ]","[0.86666667 0.         0.3        0.6        0.         0.3
 0.3        1.4        0.3        0.3        1.3        0.9
 0.6        0.3        0.         0.8       ]"
1,4,1,3,1,1,2,3,1,3,2,1,2,5,1,1,4,0,3,1,0,2,3,0,3,2,0,2,5,0,"[0.88888889 0.         0.3        0.3        0.         1.
 0.8        1.5        0.5        1.6        0.3        2.
 0.3        0.         0.6        0.3       ]",[1.  0.  1.  0.9 0.9 0.3 0.8 0.6 0.3 1.2 1.2 0.  0.5 0.9 1.9 1.2]
6,0,1,3,2,1,3,0,1,3,5,1,3,4,1,6,0,0,3,2,0,3,0,0,3,5,0,3,4,0,"[0.94594595 0.3        0.3        0.         2.1        0.6
 0.         0.3        1.2        0.3        0.3        2.3
 0.6        2.4        0.         1.6       ]","[0.88461538 0.3        0.3        0.         1.3        0.6
 0.5        0.3        1.3        0.3        1.7        0.9
 0.9        1.5        1.6        1.1       ]"
1,4,1,0,3,1,5,2,1,1,3,1,6,1,1,1,4,0,0,3,0,5,2,0,1,3,0,6,1,0,"[0.94594595 0.         0.3        1.3        0.5        0.3
 1.8        0.         0.5        0.         2.6        1.9
 1.3        0.         1.7        1.2       ]","[0.94285714 0.         0.3        0.         0.3        0.
 0.         0.9        0.3        1.6        1.1        1.1
 0.         2.         1.         2.        ]"
3,0,1,4,3,1,2,5,1,1,3,1,4,3,1,3,0,0,4,3,0,2,5,0,1,3,0,4,3,0,"[0.96774194 0.         0.3        0.3        0.         0.6
 0.8        0.9        0.6        0.3        0.3        1.3
 2.2        1.5        0.6        3.1       ]","[0.78571429 0.3        0.3        0.3        1.5        0.3
 1.         1.1        1.         1.9        0.5        0.5
 0.3        1.6        1.7        1.7       ]"
4,2,1,5,2,1,3,2,1,4,3,1,5,2,1,4,2,0,5,2,0,3,2,0,4,3,0,5,2,0,"[0.91176471 0.         0.3        0.         0.         0.3
 1.6        0.3        0.9        2.4        0.3        0.
 1.7        0.6        2.6        3.3       ]","[0.87878788 0.6        0.         0.3        0.3        0.
 0.         2.1        0.6        0.3        1.1        0.6
 0.6        2.1        1.6        2.2       ]"
3,5,1,2,1,1,2,3,1,2,1,1,4,1,1,3,5,0,2,1,0,2,3,0,2,1,0,4,1,0,"[0.89189189 0.3        0.3        0.         0.6        0.3
 0.6        0.5        0.6        2.3        2.3        0.3
 0.3        0.9        3.7        2.5       ]",[1.  0.3 0.3 0.  0.9 0.3 0.8 0.  1.3 1.6 0.8 1.2 0.  3.3 2.8 0.3]
4,2,1,5,4,1,1,4,1,2,1,1,3,1,1,4,2,0,5,4,0,1,4,0,2,1,0,3,1,0,"[0.96428571 0.3        0.         0.         0.3        0.9
 0.3        0.8        0.8        1.         0.6        1.3
 1.5        0.         1.2        0.8       ]",[1.  0.  0.3 1.2 0.  0.  1.3 0.6 0.6 0.3 1.4 1.1 1.1 2.1 0.3 0.6]
3,1,1,7,2,1,2,4,1,4,1,1,3,0,1,3,1,0,7,2,0,2,4,0,4,1,0,3,0,0,"[0.95454545 0.6        1.         0.6        0.3        0.3
 1.6        1.1        2.9        1.9        0.3        0.6
 0.6        1.1        0.6        0.6       ]",[0.9 0.3 0.  0.  0.3 0.  0.3 0.  0.6 1.4 0.8 2.6 0.5 1.2 1.7 1. ]
3,2,1,2,1,1,2,4,1,1,3,1,1,2,1,3,2,0,2,1,0,2,4,0,1,3,0,1,2,0,"[0.92307692 0.6        0.3        0.         0.3        0.
 0.         1.5        0.5        0.3        0.3        0.9
 0.9        0.6        1.4        1.6       ]","[0.92307692 0.         1.6        0.         0.         0.6
 0.         0.         0.3        0.         0.5        1.9
 1.5        0.         0.3        0.8       ]"
1,4,1,6,1,1,1,4,1,0,3,1,6,1,1,1,4,0,6,1,0,1,4,0,0,3,0,6,1,0,"[0.96875 0.6     1.2     0.8     1.4     1.6     0.9     2.7     0.
 2.9     1.8     0.5     0.3     0.3     1.4     1.6    ]","[0.95121951 0.         0.3        0.         0.         0.6
 0.3        1.9        1.5        0.         0.6        0.3
 0.6        0.6        0.8        0.6       ]"
5,2,1,1,4,1,4,3,1,3,0,1,5,4,1,5,2,0,1,4,0,4,3,0,3,0,0,5,4,0,"[0.94871795 0.         0.         0.         0.         0.
 1.3        1.1        2.1        1.4        1.5        0.9
 3.         0.5        0.6        1.9       ]","[0.96875 0.3     0.9     0.3     0.      0.      0.      0.9     0.
 2.6     0.3     0.5     0.3     1.4     0.3     0.9    ]"
2,3,1,5,3,1,3,6,1,1,5,1,5,4,1,2,3,0,5,3,0,3,6,0,1,5,0,5,4,0,"[0.92857143 0.         0.         2.3        0.6        0.9
 0.9        0.3        0.         1.6        0.9        0.8
 0.9        0.         1.         1.3       ]","[0.94736842 0.         0.         0.3        0.8        0.6
 0.5        0.         1.6        0.3        0.3        0.6
 0.         0.3        0.3        0.6       ]"
1,3,1,1,5,1,2,1,1,5,4,1,4,3,1,1,3,0,1,5,0,2,1,0,5,4,0,4,3,0,"[0.8974359 0.        0.3       0.        0.        0.3       0.3
 0.3       0.9       0.3       0.        0.3       0.        0.3
 1.1       3.7      ]","[0.88571429 0.         0.3        2.5        0.         0.3
 0.         0.         0.3        0.6        1.6        0.
 0.6        0.9        2.5        0.9       ]"
4,2,1,2,1,1,0,2,1,2,4,1,3,1,1,4,2,0,2,1,0,0,2,0,2,4,0,3,1,0,"[0.88 0.3  0.5  0.3  0.3  0.3  1.   0.3  0.6  1.3  1.7  0.9  0.6  1.9
 0.6  0.8 ]","[0.94594595 0.5        1.8        1.3        0.3        0.8
 0.6        0.3        1.         1.6        0.         0.5
 0.         0.9        0.         0.3       ]"
2,1,1,2,3,1,2,3,1,2,1,1,5,2,1,2,1,0,2,3,0,2,3,0,2,1,0,5,2,0,"[0.96428571 0.3        0.6        0.6        2.4        0.3
 0.         0.3        0.8        1.1        0.3        1.1
 1.7        1.3        0.3        3.2       ]","[0.96774194 0.         0.         0.3        0.6        0.3
 0.         1.2        0.6        0.3        0.3        0.9
 0.9        0.3        0.         0.6       ]"
0,2,1,3,6,1,7,3,1,1,5,1,2,3,1,0,2,0,3,6,0,7,3,0,1,5,0,2,3,0,"[0.93103448 0.         0.         0.3        0.3        0.3
 0.3        0.3        0.8        0.3        0.6        0.3
 1.7        1.         0.         1.8       ]","[0.93333333 0.         0.9        0.         0.         0.
 0.6        0.9        0.3        0.         1.2        2.1
 0.3        0.6        0.         0.9       ]"
1,2,1,2,3,1,2,3,1,4,3,1,4,2,1,1,2,0,2,3,0,2,3,0,4,3,0,4,2,0,"[0.90697674 0.         0.3        0.6        0.         1.7
 0.         1.9        0.3        1.8        0.6        2.
 0.3        2.         1.1        0.5       ]","[0.91176471 0.6        0.         1.6        0.8        1.1
 0.5        0.5        1.3        0.3        1.6        1.
 0.8        0.         1.2        0.3       ]"
2,1,1,5,2,1,1,4,1,6,1,1,5,2,1,2,1,0,5,2,0,1,4,0,6,1,0,5,2,0,"[0.91176471 0.3        0.3        0.6        1.         1.6
 1.3        1.         1.1        0.5        0.8        0.8
 1.3        0.         0.6        3.1       ]","[0.83333333 0.         0.3        0.3        0.         0.3
 0.6        0.6        0.         0.3        1.2        0.8
 1.4        0.3        0.9        0.        ]"
1,0,1,4,1,1,6,4,1,5,3,1,1,2,1,1,0,0,4,1,0,6,4,0,5,3,0,1,2,0,"[0.97142857 0.         0.3        0.3        0.6        1.2
 0.3        0.6        0.         0.9        0.3        0.6
 1.2        1.1        1.9        0.9       ]",[0.9 0.  0.  0.  0.  0.5 0.6 0.  2.  0.3 0.3 0.6 2.6 0.9 0.3 1.9]
2,1,1,2,1,1,2,0,1,3,2,1,2,3,1,2,1,0,2,1,0,2,0,0,3,2,0,2,3,0,"[0.95454545 0.         0.         0.         0.3        0.
 0.3        0.9        0.3        1.1        0.3        0.9
 1.2        0.6        2.7        0.        ]","[0.85714286 0.3        0.         0.8        1.3        0.
 0.3        0.         0.         0.8        0.6        0.3
 1.6        0.3        1.6        1.9       ]"
5,2,1,2,1,1,4,2,1,2,3,1,2,3,1,5,2,0,2,1,0,4,2,0,2,3,0,2,3,0,"[0.93103448 0.         0.         0.3        0.5        2.5
 0.8        0.9        0.6        0.3        0.3        0.6
 0.3        1.7        0.3        0.6       ]","[0.80952381 0.8        0.         1.8        0.6        1.3
 0.9        0.6        1.1        0.3        1.5        0.9
 1.9        1.9        1.7        1.4       ]"
4,3,1,1,2,1,3,4,1,5,1,1,3,0,1,4,3,0,1,2,0,3,4,0,5,1,0,3,0,0,"[0.85714286 0.         0.         0.         0.         0.
 0.3        1.2        0.         0.         1.2        0.
 0.3        3.2        0.5        0.        ]",[1.  0.  0.  0.6 0.  0.  0.8 1.2 1.  0.  1.5 0.  0.3 0.6 1.7 1.1]
1,2,1,5,4,1,3,1,1,2,4,1,3,1,1,1,2,0,5,4,0,3,1,0,2,4,0,3,1,0,"[0.95454545 0.         0.8        0.9        0.3        0.9
 0.3        1.6        0.         1.         1.5        0.5
 0.3        0.6        1.4        0.3       ]",[1.  0.  1.6 0.  2.2 0.6 0.5 0.6 0.9 2.  0.8 0.6 0.6 1.3 1.7 1.1]
5,1,1,4,1,1,5,4,1,3,2,1,5,2,1,5,1,0,4,1,0,5,4,0,3,2,0,5,2,0,"[0.95833333 0.         0.         0.3        0.3        2.8
 0.3        1.9        0.3        2.1        1.         0.3
 1.1        1.4        0.3        0.6       ]","[0.94285714 0.3        0.6        1.5        2.1        0.9
 1.3        0.6        0.5        0.3        1.1        1.8
 2.2        2.6        0.6        0.8       ]"
2,6,1,2,4,1,3,6,1,4,5,1,6,0,1,2,6,0,2,4,0,3,6,0,4,5,0,6,0,0,"[0.73684211 0.         0.6        0.3        0.6        1.3
 0.3        2.6        0.5        1.         2.7        1.
 0.8        1.         2.6        1.1       ]","[0.92307692 0.6        0.3        0.6        0.3        0.
 0.9        0.         0.3        0.3        0.9        0.6
 1.7        2.9        2.5        0.9       ]"
4,1,1,3,0,1,1,3,1,7,4,1,3,4,1,4,1,0,3,0,0,1,3,0,7,4,0,3,4,0,"[0.87096774 0.         0.3        0.3        0.6        0.3
 0.         2.         0.         0.8        0.5        0.9
 1.6        1.1        2.5        0.        ]","[0.83333333 0.8        1.3        0.5        2.1        1.4
 0.6        1.3        0.         0.3        1.5        0.
 1.5        0.3        1.2        1.1       ]"
5,1,1,6,2,1,2,4,1,2,5,1,3,4,1,5,1,0,6,2,0,2,4,0,2,5,0,3,4,0,"[0.88571429 0.         0.3        0.         0.         0.9
 0.6        0.         0.         2.5        0.9        2.
 0.8        0.9        0.8        1.6       ]","[0.88888889 0.3        0.3        0.         0.         1.5
 0.5        0.3        0.3        2.2        0.3        0.3
 1.4        2.7        0.3        0.3       ]"
3,5,1,3,2,1,3,4,1,2,3,1,3,1,1,3,5,0,3,2,0,3,4,0,2,3,0,3,1,0,"[0.87096774 1.3        0.3        0.3        0.         0.3
 0.         1.2        0.3        0.6        0.3        0.3
 1.1        0.5        0.         1.6       ]",[1.  0.5 0.6 0.  1.5 1.1 0.5 0.  1.9 0.3 0.  1.4 0.  0.6 1.5 0.6]
6,4,1,5,3,1,5,2,1,1,5,1,2,4,1,6,4,0,5,3,0,5,2,0,1,5,0,2,4,0,"[0.96551724 0.         0.6        0.         0.3        0.3
 0.6        1.2        0.5        0.6        0.3        1.3
 1.1        1.4        0.3        0.        ]","[0.94117647 0.9        0.         0.         0.6        1.2
 1.         0.3        0.6        2.         0.6        1.7
 0.3        0.6        0.9        0.        ]"
4,3,1,1,2,1,3,2,1,1,6,1,7,2,1,4,3,0,1,2,0,3,2,0,1,6,0,7,2,0,"[0.94117647 0.         1.3        0.3        0.3        0.3
 2.3        1.1        1.5        3.         1.1        1.
 0.         1.9        1.6        0.5       ]",[1.  0.6 0.  1.1 1.1 1.  0.  0.9 1.3 0.3 1.3 0.8 0.3 1.4 0.9 0. ]
5,4,1,3,1,1,5,1,1,4,1,1,0,1,1,5,4,0,3,1,0,5,1,0,4,1,0,0,1,0,"[0.91304348 0.         0.         0.         0.9        0.6
 0.3        0.3        0.         0.3        0.6        0.9
 0.6        0.6        0.6        0.3       ]","[0.88888889 0.         0.         0.         0.         0.
 0.9        1.1        0.         0.         0.3        0.6
 1.6        2.9        0.         0.9       ]"
5,4,1,1,4,1,2,5,1,1,4,1,4,3,1,5,4,0,1,4,0,2,5,0,1,4,0,4,3,0,"[0.89361702 0.         0.         1.3        0.8        0.8
 0.         1.3        1.6        0.9        0.8        1.5
 2.2        0.         2.5        1.1       ]","[0.85714286 0.         0.         0.3        0.3        0.3
 0.3        0.6        1.5        1.4        0.3        1.7
 0.6        0.6        0.3        1.8       ]"
5,2,1,3,5,1,4,6,1,5,2,1,4,2,1,5,2,0,3,5,0,4,6,0,5,2,0,4,2,0,"[0.84615385 0.         0.6        0.5        1.3        0.
 1.5        0.         0.3        1.8        1.5        1.2
 0.         0.3        0.6        0.3       ]","[0.89285714 0.3        0.5        0.         0.         0.
 1.         0.         0.         0.3        0.3        1.5
 0.9        0.5        0.6        0.3       ]"
3,0,1,3,1,1,2,5,1,4,2,1,5,4,1,3,0,0,3,1,0,2,5,0,4,2,0,5,4,0,"[0.90243902 0.         0.3        0.6        1.3        2.1
 1.1        0.5        2.7        0.3        0.9        3.2
 1.3        0.         0.3        0.3       ]","[0.84615385 0.3        0.3        0.         1.         0.
 0.         0.5        2.1        1.1        2.5        3.1
 1.8        0.5        0.3        0.6       ]"
0,1,1,2,4,1,1,3,1,0,3,1,1,0,1,0,1,0,2,4,0,1,3,0,0,3,0,1,0,0,"[0.96 0.   0.   0.   1.2  0.3  0.6  0.3  0.   1.   0.3  0.   1.2  0.3
 1.2  0.3 ]","[0.92307692 0.3        0.3        0.5        0.         1.3
 1.2        0.6        1.6        0.9        1.6        0.
 3.1        0.9        2.         1.8       ]"
2,3,1,2,3,1,5,3,1,2,3,1,4,2,1,2,3,0,2,3,0,5,3,0,2,3,0,4,2,0,"[0.94444444 1.6        1.6        0.         0.         0.3
 0.8        0.         0.         1.8        0.3        1.3
 3.8        0.3        1.1        0.3       ]","[0.94594595 0.3        0.6        0.9        2.         0.
 1.4        1.5        2.2        1.8        0.6        0.3
 0.8        0.6        1.5        2.1       ]"
4,2,1,7,2,1,6,3,1,3,4,1,4,1,1,4,2,0,7,2,0,6,3,0,3,4,0,4,1,0,[1.  0.6 0.  0.  0.  0.3 1.2 0.6 0.6 1.6 1.1 3.1 2.2 2.8 1.6 0. ],[0.9 0.6 0.3 0.  0.9 0.  0.3 0.  1.  0.9 1.3 1.6 1.4 0.3 0.9 0. ]
4,1,1,3,1,1,3,6,1,3,4,1,6,4,1,4,1,0,3,1,0,3,6,0,3,4,0,6,4,0,"[0.90625 0.      0.3     1.      0.6     1.9     0.6     0.8     0.8
 3.      0.5     1.6     0.3     0.3     2.6     1.     ]","[0.91666667 0.         0.3        0.6        0.         0.6
 0.3        0.         1.5        2.1        0.9        0.6
 0.         0.3        1.5        1.2       ]"
2,3,1,0,2,1,3,2,1,0,4,1,1,2,1,2,3,0,0,2,0,3,2,0,0,4,0,1,2,0,"[0.96428571 0.         0.3        0.         0.5        1.4
 0.3        1.6        0.3        0.3        0.3        0.3
 0.3        0.9        0.         0.3       ]","[0.88888889 0.         0.         0.         0.9        1.4
 0.6        0.3        0.         1.6        0.         0.
 0.         0.         2.1        1.5       ]"
4,1,1,6,2,1,6,3,1,4,6,1,1,5,1,4,1,0,6,2,0,6,3,0,4,6,0,1,5,0,"[0.96969697 0.3        0.         0.         0.         0.
 0.         0.6        0.3        0.6        0.3        1.3
 0.8        0.3        0.3        0.9       ]","[0.80769231 0.         0.3        0.3        0.         0.3
 0.         1.2        0.9        1.2        1.7        1.3
 0.8        1.7        1.2        1.7       ]"
5,6,1,3,5,1,6,4,1,1,2,1,4,1,1,5,6,0,3,5,0,6,4,0,1,2,0,4,1,0,"[0.92857143 1.         0.         0.3        0.9        0.6
 1.8        0.5        0.3        0.9        0.3        0.8
 1.5        0.5        1.4        0.5       ]","[0.82142857 0.         0.8        0.6        0.6        0.
 1.9        0.6        0.8        0.         0.6        1.1
 0.3        1.6        2.3        1.1       ]"
1,2,1,5,3,1,0,3,1,5,2,1,3,2,1,1,2,0,5,3,0,0,3,0,5,2,0,3,2,0,"[0.9245283 0.5       0.3       0.        1.        0.3       0.3
 0.6       0.3       1.9       1.4       2.7       0.6       0.3
 1.4       0.6      ]","[0.92307692 0.         0.         0.         0.3        0.
 0.6        1.4        0.3        1.8        1.         0.6
 0.         0.3        1.5        1.1       ]"
4,3,1,1,5,1,0,2,1,1,3,1,5,4,1,4,3,0,1,5,0,0,2,0,1,3,0,5,4,0,"[0.81081081 0.         0.3        0.5        0.3        0.3
 0.6        0.5        0.3        1.1        2.1        1.6
 2.4        1.1        1.1        0.9       ]",[1.  0.  1.  0.  0.3 0.  1.4 0.6 0.3 0.3 0.3 1.4 0.6 1.1 1.5 0.3]
2,1,1,1,0,1,3,6,1,0,1,1,5,2,1,2,1,0,1,0,0,3,6,0,0,1,0,5,2,0,"[0.88888889 0.6        0.3        0.3        1.5        0.3
 1.1        1.6        1.4        1.6        0.9        0.6
 1.3        1.7        0.3        0.6       ]",[1.  0.  0.  0.  1.3 0.5 1.3 0.  0.  1.7 0.5 1.5 1.1 2.  0.3 0.3]
2,1,1,3,0,1,3,2,1,4,5,1,3,1,1,2,1,0,3,0,0,3,2,0,4,5,0,3,1,0,"[0.89473684 0.         0.6        0.6        0.3        0.
 0.         1.1        0.3        2.8        1.3        0.3
 2.1        0.         0.6        0.3       ]","[0.85185185 0.         0.         0.6        1.3        0.
 0.6        0.3        1.2        0.8        0.3        0.9
 0.8        0.         0.6        0.6       ]"
4,2,1,3,0,1,2,1,1,2,5,1,2,1,1,4,2,0,3,0,0,2,1,0,2,5,0,2,1,0,"[0.94594595 0.         0.         0.         0.3        0.8
 0.3        1.6        0.         1.3        0.         0.3
 0.8        2.4        0.3        0.        ]","[0.88 0.   0.6  0.3  0.6  2.8  1.9  1.   2.7  1.   1.2  2.7  1.8  1.7
 0.6  0.8 ]"
5,4,1,2,3,1,5,6,1,2,5,1,3,4,1,5,4,0,2,3,0,5,6,0,2,5,0,3,4,0,"[0.97142857 0.         0.         0.         1.1        0.3
 0.3        0.3        1.5        0.3        1.6        0.
 0.         2.1        1.8        0.8       ]","[0.89655172 0.         0.3        0.6        0.3        1.
 0.5        0.3        0.6        1.3        0.3        0.
 0.8        0.3        0.         2.1       ]"
3,6,1,1,2,1,2,4,1,2,5,1,5,4,1,3,6,0,1,2,0,2,4,0,2,5,0,5,4,0,"[0.82857143 0.6        0.3        0.         2.6        1.1
 1.7        0.6        0.         0.5        0.3        3.2
 1.2        1.3        0.6        0.3       ]","[0.94736842 0.6        0.         0.         0.3        0.9
 0.6        1.5        0.3        0.3        0.3        0.
 0.         0.6        0.         0.6       ]"
5,1,1,5,2,1,3,5,1,4,6,1,5,2,1,5,1,0,5,2,0,3,5,0,4,6,0,5,2,0,"[0.9047619 0.8       0.3       1.        0.3       1.9       1.4
 0.3       0.3       0.6       0.3       2.        1.8       1.8
 2.2       0.3      ]","[0.82608696 0.         1.1        0.3        0.5        1.6
 0.3        3.1        1.1        0.3        1.1        0.3
 2.1        0.8        1.3        2.        ]"
1,2,1,2,1,1,4,5,1,2,1,1,5,1,1,1,2,0,2,1,0,4,5,0,2,1,0,5,1,0,"[0.73913043 0.5        0.9        0.         0.3        1.3
 0.5        1.3        0.3        1.3        1.3        0.
 1.5        1.5        0.8        0.        ]","[0.93103448 0.3        0.         0.3        0.3        0.3
 0.         0.8        2.3        0.6        0.         3.7
 0.6        0.         0.3        2.1       ]"
3,2,1,3,0,1,2,3,1,3,0,1,2,1,1,3,2,0,3,0,0,2,3,0,3,0,0,2,1,0,"[0.95238095 0.         0.9        0.         0.         2.5
 0.3        0.6        1.5        0.5        0.6        2.2
 0.8        0.9        0.6        0.9       ]",[0.9 0.  1.  0.3 0.  0.6 1.4 1.7 0.6 0.  1.8 0.3 0.5 1.4 2.6 2. ]
4,3,1,4,0,1,4,1,1,1,2,1,3,2,1,4,3,0,4,0,0,4,1,0,1,2,0,3,2,0,"[0.96296296 1.2        0.3        0.3        0.3        2.6
 1.6        1.1        0.         1.6        0.3        0.3
 0.         0.6        1.7        0.        ]","[0.79310345 0.         0.3        0.3        0.6        0.
 0.         0.         0.         0.9        0.3        0.3
 0.         1.4        0.3        2.9       ]"
6,3,1,1,0,1,6,5,1,0,1,1,0,4,1,6,3,0,1,0,0,6,5,0,0,1,0,0,4,0,"[0.83333333 0.3        0.3        0.3        0.6        0.6
 0.3        0.3        0.3        0.3        0.6        0.3
 0.3        0.3        0.3        0.9       ]",[0.9 0.  0.  0.5 1.  2.9 0.8 1.4 1.1 1.9 0.  1.1 1.6 0.8 0.  0.6]
3,5,1,2,1,1,1,2,1,2,3,1,1,2,1,3,5,0,2,1,0,1,2,0,2,3,0,1,2,0,"[0.84615385 0.         0.6        0.3        0.8        1.
 0.         0.3        0.9        0.8        0.3        0.6
 0.         0.9        1.8        0.6       ]","[0.94594595 1.         0.6        0.         0.         0.
 0.8        0.         0.         0.6        1.2        0.3
 0.3        0.3        1.4        0.3       ]"
4,3,1,4,3,1,4,1,1,2,3,1,4,1,1,4,3,0,4,3,0,4,1,0,2,3,0,4,1,0,"[0.97222222 0.         0.3        0.         0.3        0.9
 1.4        0.6        0.3        0.         0.3        3.5
 0.         2.6        2.8        0.3       ]","[0.84 0.   0.   0.3  0.3  0.9  0.   1.6  0.   0.6  0.   0.9  0.9  0.
 0.3  0.8 ]"
1,2,1,4,1,1,3,2,1,2,3,1,1,4,1,1,2,0,4,1,0,3,2,0,2,3,0,1,4,0,"[0.94285714 0.3        0.3        0.3        1.3        0.6
 0.3        0.9        0.8        1.2        0.6        0.6
 0.         0.5        0.6        0.3       ]","[0.86111111 0.         0.9        0.3        0.3        0.3
 0.3        0.3        0.         0.         2.3        2.2
 1.6        0.3        1.7        1.3       ]"
1,3,1,5,2,1,6,4,1,5,2,1,0,4,1,1,3,0,5,2,0,6,4,0,5,2,0,0,4,0,[1.  0.  0.  0.3 0.6 0.  0.9 0.3 0.6 0.6 0.  0.3 0.3 0.  0.6 0.9],"[0.92592593 0.6        0.6        0.         0.3        1.8
 1.2        1.5        0.3        0.         0.3        3.1
 0.6        0.6        0.6        1.4       ]"
2,3,1,6,2,1,2,1,1,4,5,1,4,2,1,2,3,0,6,2,0,2,1,0,4,5,0,4,2,0,"[0.94594595 1.         0.6        0.8        0.         0.3
 1.1        1.1        0.3        1.6        0.3        0.9
 1.         0.8        1.6        0.6       ]","[0.85 0.6  0.6  0.9  0.3  0.   0.6  0.6  0.6  0.6  0.8  1.4  2.8  1.9
 1.1  0.3 ]"
5,4,1,1,4,1,5,4,1,0,3,1,4,1,1,5,4,0,1,4,0,5,4,0,0,3,0,4,1,0,"[0.89285714 0.         0.         1.6        0.3        0.
 0.         1.7        0.5        0.6        0.3        1.4
 3.5        1.7        1.7        0.        ]","[0.97368421 0.3        0.         1.1        0.3        0.
 0.6        1.1        2.6        1.9        0.         0.6
 0.5        0.3        1.7        0.        ]"
3,2,1,4,6,1,0,2,1,3,2,1,3,2,1,3,2,0,4,6,0,0,2,0,3,2,0,3,2,0,"[0.93548387 0.         0.         0.         0.         1.6
 1.7        1.4        0.         0.3        1.8        0.3
 1.4        1.6        0.         0.5       ]","[0.94594595 1.4        1.         0.8        0.3        0.3
 0.3        1.9        0.8        1.1        0.6        1.3
 0.9        0.3        1.4        0.3       ]"
1,3,1,5,2,1,3,2,1,4,5,1,2,3,1,1,3,0,5,2,0,3,2,0,4,5,0,2,3,0,"[0.97142857 1.2        0.         0.6        0.         0.3
 0.9        0.3        0.9        1.2        0.3        0.3
 1.3        1.9        2.3        0.        ]","[0.92105263 0.8        0.         0.         0.         2.6
 0.3        0.3        1.5        0.3        1.3        2.3
 0.3        1.4        0.         1.1       ]"
2,4,1,5,3,1,1,2,1,2,4,1,2,5,1,2,4,0,5,3,0,1,2,0,2,4,0,2,5,0,"[0.92 0.   0.   0.   0.6  1.3  0.9  0.9  0.   0.   0.6  1.4  1.   1.4
 0.   0.  ]","[0.93939394 0.6        0.6        0.6        1.2        1.5
 0.         0.         0.         3.5        1.9        1.1
 1.1        0.9        0.3        1.9       ]"
1,3,1,2,3,1,1,5,1,2,1,1,2,3,1,1,3,0,2,3,0,1,5,0,2,1,0,2,3,0,"[0.96969697 0.         2.1        0.         0.6        0.3
 0.         0.6        1.3        0.6        0.3        0.3
 0.3        0.8        0.         1.2       ]","[0.875 0.3   0.3   0.6   0.    0.3   1.4   0.3   1.8   1.    0.8   0.6
 1.3   1.3   1.7   0.6  ]"
6,2,1,4,3,1,1,2,1,2,1,1,3,1,1,6,2,0,4,3,0,1,2,0,2,1,0,3,1,0,"[0.82352941 0.         0.         0.3        0.9        1.
 0.3        0.9        0.6        0.6        0.3        0.3
 1.         0.9        0.9        2.        ]","[0.88 0.   0.3  0.   0.6  1.3  1.1  0.9  0.3  1.7  0.6  0.9  0.3  1.
 0.6  0.6 ]"
1,5,1,4,0,1,3,4,1,4,5,1,5,1,1,1,5,0,4,0,0,3,4,0,4,5,0,5,1,0,"[0.94871795 1.1        0.6        0.3        0.3        1.
 0.         2.1        1.8        0.8        1.3        2.6
 0.9        0.3        1.1        0.        ]","[0.88888889 0.3        0.         0.3        0.6        0.
 0.         0.6        0.9        0.         1.8        0.3
 2.7        0.3        3.3        0.9       ]"
