game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_team_players,away_team_players
5,4,1,4,2,1,4,3,1,4,5,1,0,3,1,5,4,0,4,2,0,4,3,0,4,5,0,0,3,0,"[0.88888889 0.3        0.         0.         0.3        0.3
 0.         0.3        0.6        0.3        1.2        0.6
 1.8        0.9        0.6        0.        ]","[0.90909091 0.3        0.         0.3        0.9        0.3
 0.6        0.6        0.5        0.         1.1        0.3
 0.6        0.         1.3        0.3       ]"
6,4,1,3,2,1,2,5,1,3,5,1,3,4,1,6,4,0,3,2,0,2,5,0,3,5,0,3,4,0,[1.  1.3 1.1 0.3 0.3 0.3 0.  0.  0.6 0.  0.9 0.3 2.2 2.1 1.5 1.4],"[0.81818182 1.         1.3        0.3        0.8        0.
 1.1        1.8        1.6        0.3        2.1        0.3
 0.3        1.1        0.9        0.3       ]"
6,4,1,2,1,1,1,2,1,6,3,1,0,2,1,6,4,0,2,1,0,1,2,0,6,3,0,0,2,0,[1.  0.  0.3 0.3 0.3 0.  0.3 0.3 0.  0.  0.6 0.3 1.2 0.3 1.2 0. ],"[0.94444444 0.9        0.3        0.         0.         0.
 0.         0.6        0.3        0.6        1.4        1.
 0.         0.         1.8        0.        ]"
4,2,1,4,3,1,3,4,1,4,2,1,1,2,1,4,2,0,4,3,0,3,4,0,4,2,0,1,2,0,"[0.94285714 0.         0.         0.3        0.         0.6
 2.2        0.9        0.6        0.3        0.3        1.2
 0.6        0.3        0.9        1.4       ]","[0.85 1.   0.   1.1  0.5  1.   1.8  1.   2.   1.1  1.3  0.3  1.4  0.3
 0.6  1.1 ]"
2,4,1,2,0,1,3,2,1,3,4,1,4,2,1,2,4,0,2,0,0,3,2,0,3,4,0,4,2,0,[1.  0.5 0.  1.1 0.5 0.3 1.  2.4 1.3 1.  1.8 0.  0.6 0.3 0.3 0.6],"[0.90909091 0.         0.         0.         1.3        0.6
 0.9        1.6        0.         1.         2.3        1.8
 0.3        0.3        0.6        0.        ]"
1,6,1,3,4,1,1,3,1,0,5,1,3,4,1,1,6,0,3,4,0,1,3,0,0,5,0,3,4,0,"[0.94594595 0.         0.         0.         0.3        0.
 0.3        0.3        0.3        1.8        0.6        0.5
 1.9        0.3        2.4        1.1       ]","[0.875 0.    0.    0.    0.9   1.7   0.6   0.    0.    0.6   1.1   0.9
 0.    0.3   1.3   0.3  ]"
2,3,1,3,4,1,0,2,1,6,4,1,2,1,1,2,3,0,3,4,0,0,2,0,6,4,0,2,1,0,"[0.83333333 0.         0.         0.3        1.1        0.3
 0.9        0.3        0.9        0.8        1.4        0.3
 1.3        0.6        0.6        0.3       ]","[0.84090909 0.         0.9        0.6        0.3        0.3
 0.         0.6        1.2        0.3        0.3        1.5
 0.3        0.6        0.         0.6       ]"
3,1,1,2,1,1,2,4,1,4,5,1,2,1,1,3,1,0,2,1,0,2,4,0,4,5,0,2,1,0,"[0.80952381 0.         0.         0.         0.3        0.
 0.         0.6        0.3        0.         0.         0.3
 2.         0.         0.         2.5       ]","[0.97222222 0.9        0.         0.3        0.         0.
 1.         0.         0.3        0.8        0.         0.6
 0.3        1.1        0.5        1.1       ]"
2,4,1,3,4,1,3,1,1,1,2,1,7,6,1,2,4,0,3,4,0,3,1,0,1,2,0,7,6,0,"[0.82758621 0.5        0.3        1.1        0.6        1.
 2.5        0.9        0.9        1.         1.3        2.9
 0.3        1.7        1.6        2.3       ]","[0.95454545 0.3        0.         1.6        0.         1.1
 0.3        1.1        0.9        1.5        1.6        1.6
 0.6        0.6        1.2        0.        ]"
5,0,1,5,4,1,3,2,1,4,5,1,3,6,1,5,0,0,5,4,0,3,2,0,4,5,0,3,6,0,"[0.94285714 0.3        0.         0.         0.         0.3
 0.         0.         0.         0.3        1.4        1.3
 0.         0.         1.6        3.        ]","[0.94871795 0.3        0.5        0.         1.5        0.3
 0.6        0.3        0.         0.3        0.9        1.3
 0.6        0.         1.1        2.2       ]"
5,2,1,4,1,1,4,2,1,3,2,1,4,0,1,5,2,0,4,1,0,4,2,0,3,2,0,4,0,0,"[0.96153846 0.6        0.         0.3        0.3        0.
 0.         1.         1.7        0.3        0.9        2.7
 0.3        0.         0.         3.        ]","[0.92857143 0.         0.         1.2        0.         0.9
 0.3        0.3        0.         0.3        0.6        0.
 0.3        0.6        0.6        0.3       ]"
2,1,1,4,1,1,5,2,1,2,1,1,5,1,1,2,1,0,4,1,0,5,2,0,2,1,0,5,1,0,"[0.71428571 0.5        0.         0.3        0.5        1.6
 1.6        0.         1.         0.3        0.         3.6
 0.3        0.         0.         0.6       ]","[0.79310345 0.3        0.3        0.6        0.6        0.
 0.         0.9        0.3        0.         1.3        0.6
 0.3        0.3        0.9        0.3       ]"
3,2,1,2,3,1,6,0,1,4,1,1,3,2,1,3,2,0,2,3,0,6,0,0,4,1,0,3,2,0,"[0.9375 1.3    0.9    1.     0.9    0.5    0.5    1.3    0.3    0.6
 0.     0.3    0.5    0.3    0.8    1.5   ]","[0.94871795 0.8        0.8        0.3        2.         1.3
 1.1        1.         0.         1.7        3.         0.5
 0.6        1.4        0.5        0.6       ]"
3,0,1,5,2,1,5,3,1,4,1,1,4,2,1,3,0,0,5,2,0,5,3,0,4,1,0,4,2,0,"[0.9375 0.6    0.     0.6    1.6    1.9    0.5    0.6    0.5    2.
 0.3    1.5    0.8    2.4    0.3    0.3   ]","[0.84375 0.      0.      0.      1.6     0.3     1.4     0.6     1.1
 1.2     0.3     1.6     1.7     1.1     1.7     0.3    ]"
3,5,1,4,2,1,5,2,1,2,3,1,3,4,1,3,5,0,4,2,0,5,2,0,2,3,0,3,4,0,"[0.95121951 0.3        0.         0.         1.1        1.3
 2.         0.3        1.6        1.7        0.9        0.6
 0.5        1.9        1.7        0.3       ]","[0.89285714 0.3        0.6        0.3        0.3        0.6
 0.8        0.6        1.5        0.3        1.         0.9
 1.6        0.         0.3        0.        ]"
5,2,1,3,4,1,4,3,1,1,2,1,2,1,1,5,2,0,3,4,0,4,3,0,1,2,0,2,1,0,"[0.87804878 0.3        0.9        0.6        0.9        0.9
 1.5        0.         0.8        0.6        0.3        1.4
 0.6        0.9        0.9        2.9       ]","[0.8974359 0.3       0.        0.6       0.        0.3       0.3
 0.6       0.9       0.5       0.3       0.6       1.7       2.7
 0.        4.       ]"
4,1,1,4,1,1,1,3,1,0,1,1,1,5,1,4,1,0,4,1,0,1,3,0,0,1,0,1,5,0,"[0.79411765 0.3        1.         0.         0.9        0.8
 0.         0.9        0.         0.6        0.3        0.
 0.3        0.         0.3        0.3       ]","[0.91666667 0.         0.8        0.3        1.6        0.3
 0.         1.4        0.         0.3        0.         1.2
 0.6        2.6        2.6        0.        ]"
0,1,1,1,4,1,3,1,1,1,2,1,4,5,1,0,1,0,1,4,0,3,1,0,1,2,0,4,5,0,[1.  0.3 0.  0.  0.3 0.3 0.  0.  0.3 1.6 1.9 2.8 1.1 0.6 1.8 2.2],"[0.83333333 0.         0.3        0.9        0.6        0.6
 0.3        0.6        0.8        1.9        0.3        0.6
 0.8        0.3        1.1        1.3       ]"
1,2,1,4,5,1,2,3,1,5,3,1,3,6,1,1,2,0,4,5,0,2,3,0,5,3,0,3,6,0,"[0.84375 0.6     0.      0.      0.3     0.6     0.      0.3     0.6
 1.1     1.3     1.6     2.3     1.6     0.3     0.     ]","[0.96666667 0.5        1.         0.6        0.3        0.3
 0.8        1.2        0.3        0.6        0.6        0.
 2.4        0.3        2.2        0.3       ]"
0,6,1,2,3,1,5,4,1,3,2,1,5,1,1,0,6,0,2,3,0,5,4,0,3,2,0,5,1,0,"[0.88461538 0.6        0.3        1.3        0.5        0.3
 1.7        1.3        1.3        1.1        0.         0.
 0.6        1.6        1.3        2.5       ]","[0.97560976 0.3        0.9        0.3        0.         0.
 0.6        0.         0.3        0.6        2.3        1.6
 1.         2.8        0.3        0.6       ]"
4,5,1,3,4,1,0,4,1,4,1,1,2,4,1,4,5,0,3,4,0,0,4,0,4,1,0,2,4,0,"[0.91666667 0.3        0.         0.3        1.6        0.6
 0.3        0.         0.         0.5        1.9        2.
 0.         0.         0.6        0.5       ]","[0.96969697 0.9        0.         0.3        0.8        1.8
 2.1        0.5        1.9        0.         0.3        1.9
 0.6        0.         0.8        1.6       ]"
5,2,1,1,3,1,5,4,1,3,2,1,7,1,1,5,2,0,1,3,0,5,4,0,3,2,0,7,1,0,"[0.88461538 0.8        1.3        2.6        1.8        0.6
 1.9        0.5        0.         3.         0.9        1.1
 0.8        1.7        1.7        1.1       ]","[0.85714286 0.         1.3        0.3        0.3        0.3
 1.6        0.6        0.         1.4        1.4        1.1
 0.         1.5        0.6        1.        ]"
3,4,1,2,1,1,4,0,1,4,2,1,2,3,1,3,4,0,2,1,0,4,0,0,4,2,0,2,3,0,[1.  0.3 0.  0.  0.  0.  0.6 0.3 0.3 1.  0.  1.1 0.3 2.4 1.4 0. ],"[0.875 0.    0.    1.5   0.6   1.5   0.    0.3   0.5   0.3   0.    0.9
 1.1   0.6   0.6   0.3  ]"
0,1,1,1,3,1,2,3,1,2,1,1,3,2,1,0,1,0,1,3,0,2,3,0,2,1,0,3,2,0,"[0.875 0.3   0.    0.6   0.8   0.6   0.3   1.1   0.    0.    0.9   0.8
 2.9   1.7   0.8   2.5  ]",[0.9 1.2 0.3 1.1 0.9 0.9 0.  0.9 1.2 2.5 0.9 0.  0.  0.9 1.9 0.3]
4,3,1,2,3,1,3,1,1,1,2,1,0,5,1,4,3,0,2,3,0,3,1,0,1,2,0,0,5,0,"[0.9047619 0.        0.        0.        0.3       0.6       1.2
 0.3       0.9       0.6       0.9       0.6       0.6       0.3
 0.9       0.3      ]","[0.90909091 0.         0.         0.3        0.         0.
 0.6        0.6        0.         0.         0.6        0.
 0.         0.         0.6        0.3       ]"
4,0,1,0,1,1,1,2,1,5,6,1,6,2,1,4,0,0,0,1,0,1,2,0,5,6,0,6,2,0,"[0.95238095 0.3        1.3        0.9        0.5        1.3
 0.3        1.3        0.3        0.8        1.         1.9
 2.2        2.2        1.6        0.        ]","[0.96428571 2.2        1.2        1.2        0.         1.1
 0.3        0.3        1.8        0.3        0.         0.6
 0.3        0.9        0.6        0.3       ]"
1,2,1,2,5,1,2,3,1,1,3,1,5,3,1,1,2,0,2,5,0,2,3,0,1,3,0,5,3,0,[1.  0.5 0.6 1.5 1.1 1.6 0.8 0.3 0.8 1.5 0.3 1.6 0.9 0.3 0.3 3.1],"[0.89655172 0.         0.3        0.3        0.         0.
 0.         0.6        0.3        0.         0.3        1.3
 1.8        1.8        0.5        2.4       ]"
2,1,1,4,1,1,3,4,1,3,2,1,4,5,1,2,1,0,4,1,0,3,4,0,3,2,0,4,5,0,"[0.74074074 0.3        0.3        1.2        0.         1.1
 0.5        0.9        0.3        1.         0.6        0.5
 1.1        0.3        1.8        2.9       ]","[0.88 0.6  0.3  0.5  1.1  0.   1.2  0.3  1.9  1.   0.   0.9  3.8  2.
 1.3  0.  ]"
6,4,1,3,0,1,2,4,1,3,6,1,5,1,1,6,4,0,3,0,0,2,4,0,3,6,0,5,1,0,"[0.90909091 0.         1.3        0.3        0.         0.
 0.8        0.         1.9        1.3        0.3        1.9
 1.3        1.4        0.3        2.8       ]","[0.92307692 0.         0.3        0.6        0.3        0.3
 0.         0.         1.6        0.         0.         0.
 0.         0.6        0.9        0.9       ]"
3,6,1,2,3,1,2,1,1,3,5,1,2,3,1,3,6,0,2,3,0,2,1,0,3,5,0,2,3,0,"[0.95238095 0.         0.         0.         1.3        0.8
 0.3        0.3        0.         1.5        1.1        0.3
 1.1        1.8        1.5        0.6       ]","[0.90322581 0.6        0.         0.         0.3        0.3
 0.6        0.3        0.3        0.5        0.6        0.3
 0.         0.6        0.6        0.        ]"
1,3,1,3,2,1,4,2,1,4,3,1,0,2,1,1,3,0,3,2,0,4,2,0,4,3,0,0,2,0,[1.  0.  0.3 0.  0.3 0.3 1.2 0.6 0.9 0.3 0.9 0.  0.  0.6 0.3 0.6],"[0.89189189 0.3        0.6        0.6        0.         0.
 0.         1.         0.9        1.7        0.         0.6
 0.3        1.6        0.8        0.        ]"
2,3,1,7,1,1,2,4,1,2,3,1,3,2,1,2,3,0,7,1,0,2,4,0,2,3,0,3,2,0,"[0.73529412 0.3        0.5        0.         0.6        0.9
 0.         0.6        0.         0.6        0.         0.3
 0.6        0.3        0.3        0.3       ]","[0.93181818 0.         0.         1.         1.6        0.
 0.         0.5        1.9        0.5        1.9        2.6
 0.3        1.1        0.6        1.3       ]"
0,2,1,1,2,1,1,2,1,1,4,1,2,5,1,0,2,0,1,2,0,1,2,0,1,4,0,2,5,0,"[0.94444444 0.9        0.6        0.6        0.3        0.3
 0.         0.5        0.         1.1        0.3        0.3
 0.         0.6        0.8        0.3       ]","[0.96774194 0.3        0.         0.3        0.3        0.
 0.6        0.6        1.2        0.         0.6        0.3
 0.3        1.5        0.6        0.5       ]"
3,4,1,1,3,1,2,3,1,1,4,1,1,6,1,3,4,0,1,3,0,2,3,0,1,4,0,1,6,0,"[0.85 0.6  0.   0.3  0.   0.   1.8  0.   0.   0.3  0.6  0.   0.   1.7
 0.9  0.6 ]",[1.  0.  0.  0.  0.3 0.6 0.6 0.6 0.9 0.  0.  0.9 0.3 0.3 1.3 0.8]
1,2,1,4,3,1,0,4,1,2,3,1,3,4,1,1,2,0,4,3,0,0,4,0,2,3,0,3,4,0,"[0.84615385 0.3        0.3        0.6        1.6        0.3
 1.1        0.3        0.3        1.1        0.3        0.9
 0.3        0.3        1.3        0.        ]","[0.88888889 0.3        0.         0.3        0.         0.8
 0.3        0.8        0.6        1.1        1.5        0.6
 1.8        2.7        1.3        0.9       ]"
2,1,1,6,3,1,0,1,1,3,1,1,5,2,1,2,1,0,6,3,0,0,1,0,3,1,0,5,2,0,"[0.89473684 0.         0.3        0.6        3.1        0.
 0.6        0.3        1.1        1.2        1.7        2.2
 0.         0.9        1.8        0.        ]","[0.90625 1.4     0.3     1.6     0.      1.7     1.6     1.1     1.1
 1.3     2.      1.3     0.3     2.1     1.3     0.3    ]"
2,1,1,5,3,1,2,1,1,2,3,1,4,3,1,2,1,0,5,3,0,2,1,0,2,3,0,4,3,0,"[0.80769231 0.         0.6        0.         0.6        1.1
 2.1        0.6        0.6        0.3        2.         1.6
 2.2        1.1        0.9        0.9       ]","[0.94117647 0.3        0.3        0.         0.3        0.3
 0.9        1.2        0.9        0.9        0.         0.6
 0.         0.9        0.3        0.3       ]"
3,0,1,5,2,1,2,3,1,1,2,1,2,1,1,3,0,0,5,2,0,2,3,0,1,2,0,2,1,0,"[0.79166667 0.         0.         0.9        0.9        0.
 0.9        0.         2.1        1.4        0.6        1.8
 0.9        0.         0.         0.6       ]","[0.88888889 0.6        0.3        1.6        0.3        0.6
 0.9        0.         0.8        1.1        0.3        1.2
 1.2        1.4        2.         0.6       ]"
2,5,1,4,5,1,0,6,1,7,4,1,3,1,1,2,5,0,4,5,0,0,6,0,7,4,0,3,1,0,"[0.96551724 0.3        1.2        0.         0.         0.5
 0.3        0.3        1.3        1.         0.         0.6
 1.6        1.3        0.3        1.7       ]","[0.84210526 0.         0.3        0.3        0.         0.8
 0.         0.9        0.         1.5        1.1        2.1
 1.3        0.         0.         1.6       ]"
1,4,1,1,0,1,3,2,1,3,4,1,3,2,1,1,4,0,1,0,0,3,2,0,3,4,0,3,2,0,"[0.95833333 0.         0.9        1.3        0.6        1.9
 0.3        0.6        1.2        0.8        0.9        0.6
 2.4        0.         1.1        0.3       ]","[0.96551724 0.5        0.3        0.6        0.8        0.3
 0.         1.         3.5        0.9        0.6        1.9
 1.3        0.8        1.         0.        ]"
4,0,1,3,5,1,2,1,1,1,2,1,2,3,1,4,0,0,3,5,0,2,1,0,1,2,0,2,3,0,"[0.84210526 0.         0.         0.         0.3        1.3
 1.3        0.6        0.         1.1        0.3        0.3
 1.4        0.         0.8        2.3       ]","[0.93333333 0.         1.1        0.3        0.3        0.3
 0.9        0.8        0.3        0.         0.3        2.6
 1.6        1.4        0.         1.9       ]"
4,1,1,2,1,1,3,0,1,2,5,1,3,2,1,4,1,0,2,1,0,3,0,0,2,5,0,3,2,0,"[0.95454545 0.6        0.3        0.3        0.3        0.9
 0.3        0.3        0.6        0.3        2.3        0.3
 0.         0.9        0.         0.8       ]","[0.82051282 0.         0.3        0.3        0.         1.3
 1.1        0.3        1.5        0.         0.3        0.9
 2.1        1.4        0.         0.3       ]"
0,5,1,5,3,1,7,4,1,1,2,1,3,2,1,0,5,0,5,3,0,7,4,0,1,2,0,3,2,0,"[0.93103448 0.3        1.         0.8        0.8        0.8
 0.9        0.3        0.         1.1        2.8        0.3
 0.3        0.6        0.         1.3       ]","[0.83870968 0.         0.8        0.9        1.3        0.6
 0.5        0.3        0.9        0.6        0.3        0.3
 0.3        1.         0.         0.3       ]"
3,6,1,1,2,1,1,4,1,0,3,1,2,5,1,3,6,0,1,2,0,1,4,0,0,3,0,2,5,0,"[0.90909091 0.5        0.6        0.         1.         1.3
 0.8        0.6        0.6        0.6        0.6        0.
 0.3        0.5        0.6        0.        ]","[0.92105263 0.         0.9        0.3        0.         0.
 0.6        0.3        0.9        0.6        0.6        0.
 0.6        0.3        0.         0.3       ]"
2,0,1,4,0,1,2,5,1,4,3,1,4,7,1,2,0,0,4,0,0,2,5,0,4,3,0,4,7,0,"[0.91176471 0.         0.8        2.6        0.         0.6
 0.6        0.6        0.         0.3        0.3        0.8
 0.3        3.7        0.3        1.7       ]","[0.90243902 0.6        0.3        0.         0.3        0.
 0.         0.3        2.3        0.3        1.9        0.3
 0.3        0.6        0.         0.9       ]"
3,6,1,2,5,1,0,3,1,3,0,1,7,1,1,3,6,0,2,5,0,0,3,0,3,0,0,7,1,0,"[0.89473684 1.         0.6        2.6        2.5        1.4
 0.         2.5        1.6        0.6        2.1        0.5
 1.         0.         2.         0.3       ]","[0.92307692 0.3        0.         0.         0.         1.6
 0.5        0.8        1.3        1.6        1.2        1.
 0.6        0.8        0.6        1.4       ]"
3,6,1,3,4,1,0,1,1,1,2,1,2,4,1,3,6,0,3,4,0,0,1,0,1,2,0,2,4,0,"[0.84 0.3  0.6  0.6  0.3  0.3  0.   0.6  1.7  2.9  0.3  0.5  0.6  1.4
 1.2  0.9 ]","[0.94285714 0.8        0.3        0.9        1.         1.3
 1.6        0.3        0.9        0.3        2.1        0.8
 0.3        0.3        0.         0.8       ]"
1,0,1,0,2,1,1,3,1,3,4,1,4,5,1,1,0,0,0,2,0,1,3,0,3,4,0,4,5,0,"[0.88 1.8  1.   1.3  0.3  0.   0.   1.2  1.9  0.   1.1  0.3  0.9  2.7
 0.8  0.9 ]","[0.97222222 0.3        0.3        1.2        1.5        1.2
 0.         0.         1.         0.3        0.6        0.
 0.5        0.3        0.6        1.2       ]"
1,3,1,1,3,1,1,4,1,5,3,1,1,2,1,1,3,0,1,3,0,1,4,0,5,3,0,1,2,0,"[0.96428571 0.6        0.         0.         0.6        0.6
 0.         0.5        0.6        0.         0.3        0.6
 0.3        1.         0.3        0.6       ]","[0.94871795 0.         0.3        0.6        0.3        0.3
 0.3        0.         0.         0.3        0.3        0.9
 0.6        0.9        1.8        1.2       ]"
1,5,1,3,2,1,1,4,1,7,1,1,7,4,1,1,5,0,3,2,0,1,4,0,7,1,0,7,4,0,"[0.92307692 0.         0.3        1.         0.3        0.6
 0.3        1.3        0.         1.5        0.3        2.3
 1.8        0.3        3.2        1.        ]","[0.85714286 0.         1.3        0.3        0.6        0.3
 0.         0.9        0.         1.8        2.5        0.3
 0.8        0.3        2.         0.        ]"
2,3,1,2,3,1,4,1,1,1,4,1,4,3,1,2,3,0,2,3,0,4,1,0,1,4,0,4,3,0,"[0.80952381 0.3        0.3        0.3        0.         0.3
 0.6        0.6        1.         0.         0.         0.
 3.2        1.2        1.         0.8       ]","[0.91666667 0.3        0.         0.3        0.6        0.3
 0.9        0.         0.9        1.4        1.9        0.6
 1.3        2.6        0.6        0.3       ]"
6,5,1,4,1,1,4,1,1,2,3,1,2,6,1,6,5,0,4,1,0,4,1,0,2,3,0,2,6,0,"[0.86666667 0.3        0.         0.6        0.6        0.3
 0.6        0.8        1.3        0.         0.         1.6
 0.3        0.3        0.9        1.1       ]","[0.85714286 0.3        0.         0.         0.3        0.8
 0.         0.6        1.6        0.3        0.3        1.4
 0.3        1.2        0.6        0.3       ]"
2,1,1,1,0,1,4,3,1,4,3,1,5,4,1,2,1,0,1,0,0,4,3,0,4,3,0,5,4,0,"[0.81818182 0.         0.3        0.5        0.3        0.3
 0.6        0.5        0.3        1.1        2.1        1.6
 2.4        1.1        1.1        0.9       ]","[0.96551724 0.         0.         0.         0.         0.9
 0.         0.9        0.         0.         0.3        0.9
 0.         1.2        1.2        1.8       ]"
1,2,1,3,1,1,4,1,1,2,1,1,0,3,1,1,2,0,3,1,0,4,1,0,2,1,0,0,3,0,"[0.93103448 0.3        0.         0.         0.3        0.6
 0.6        0.9        0.6        0.3        0.3        0.
 1.5        0.         0.6        0.9       ]","[0.82352941 0.         1.         1.1        1.1        0.3
 0.         1.         0.3        0.         2.1        0.6
 1.1        1.5        0.9        0.        ]"
4,5,1,2,1,1,1,4,1,1,3,1,3,2,1,4,5,0,2,1,0,1,4,0,1,3,0,3,2,0,"[0.88888889 0.3        0.9        0.3        0.         0.9
 0.6        1.2        1.1        1.5        0.9        1.1
 1.3        0.         1.7        0.        ]","[0.92307692 0.9        1.2        0.         0.9        0.6
 0.9        4.1        0.3        1.3        2.7        2.
 0.         3.         0.6        1.3       ]"
1,2,1,4,3,1,4,6,1,3,5,1,5,2,1,1,2,0,4,3,0,4,6,0,3,5,0,5,2,0,"[0.94117647 1.2        1.3        1.8        0.         2.1
 1.1        0.3        1.1        2.7        0.5        0.
 0.3        0.6        0.5        0.3       ]","[0.96875 0.8     1.      0.6     1.6     0.3     0.5     0.3     1.5
 0.3     0.6     1.4     0.      2.4     2.3     0.3    ]"
4,2,1,2,3,1,4,3,1,1,2,1,3,2,1,4,2,0,2,3,0,4,3,0,1,2,0,3,2,0,[1.  0.  1.3 0.9 0.3 0.3 0.9 0.5 0.  0.3 0.8 1.3 0.9 1.8 1.3 0.6],[1.  0.5 0.  0.3 0.6 1.3 0.5 0.  0.  1.9 0.3 1.6 0.3 1.3 0.9 0.6]
0,6,1,3,2,1,3,0,1,2,3,1,2,3,1,0,6,0,3,2,0,3,0,0,2,3,0,2,3,0,"[0.95652174 0.3        0.         0.3        0.         0.
 0.6        0.6        0.         1.         0.         1.2
 1.6        0.         1.5        1.1       ]","[0.95238095 0.3        0.         0.         0.         0.6
 0.3        0.         0.3        0.6        0.3        0.6
 0.         1.5        1.5        1.5       ]"
2,5,1,2,5,1,4,0,1,5,2,1,6,3,1,2,5,0,2,5,0,4,0,0,5,2,0,6,3,0,"[0.96296296 0.         0.3        0.6        1.         0.9
 0.8        1.1        0.         1.3        0.6        0.
 1.8        1.6        0.6        3.7       ]","[0.92307692 0.         0.3        0.3        0.3        0.6
 0.6        0.         0.3        0.3        0.9        0.9
 1.2        0.6        0.         2.        ]"
3,4,1,2,5,1,5,3,1,4,5,1,3,2,1,3,4,0,2,5,0,5,3,0,4,5,0,3,2,0,"[0.88 0.9  0.3  1.5  0.   0.5  1.3  0.6  0.9  0.3  0.   0.6  1.9  0.
 1.5  2.1 ]","[0.60869565 0.         0.3        0.3        0.6        1.2
 0.3        0.3        0.6        0.6        0.6        0.6
 0.8        0.5        2.2        0.6       ]"
3,4,1,2,1,1,2,3,1,3,1,1,4,0,1,3,4,0,2,1,0,2,3,0,3,1,0,4,0,0,"[0.97222222 0.         0.8        0.         1.         0.
 1.6        2.         0.         1.2        0.         0.
 1.9        0.9        2.2        0.        ]",[1.  0.  0.8 0.  0.  0.8 1.1 0.3 0.  0.3 2.2 1.3 0.3 2.4 0.5 0. ]
5,1,1,2,5,1,6,5,1,3,1,1,1,0,1,5,1,0,2,5,0,6,5,0,3,1,0,1,0,0,"[0.97560976 0.         0.         0.9        0.3        0.
 2.5        0.9        0.9        0.         1.2        0.3
 0.6        0.9        1.7        2.        ]","[0.78947368 0.         0.         0.         0.         0.3
 0.         0.         0.6        0.         0.         1.8
 1.         2.3        1.         2.8       ]"
3,0,1,5,4,1,3,2,1,4,1,1,5,0,1,3,0,0,5,4,0,3,2,0,4,1,0,5,0,0,"[0.83333333 0.6        0.         0.6        2.9        0.3
 0.         2.1        0.9        1.1        1.3        0.9
 1.6        1.8        0.3        0.3       ]","[0.91891892 0.         0.         0.3        0.3        0.5
 1.         0.3        0.9        1.9        0.6        0.6
 0.3        0.5        0.5        1.2       ]"
4,3,1,4,3,1,3,0,1,3,1,1,3,5,1,4,3,0,4,3,0,3,0,0,3,1,0,3,5,0,"[0.875 0.    0.    0.    0.6   0.6   0.    0.3   0.6   0.9   0.3   0.3
 1.6   1.9   1.3   0.5  ]","[0.85294118 0.         1.2        0.         0.3        0.6
 0.         1.2        1.3        0.9        0.         0.3
 0.8        0.3        0.3        0.6       ]"
1,2,1,0,1,1,2,1,1,5,6,1,3,2,1,1,2,0,0,1,0,2,1,0,5,6,0,3,2,0,[0.8 0.  0.  0.  0.6 0.  0.  0.6 0.3 0.5 1.3 0.3 2.4 2.4 1.1 0. ],"[0.90909091 0.         0.8        1.3        0.9        0.3
 0.3        0.3        0.3        0.6        0.6        1.3
 1.1        0.         2.7        2.6       ]"
2,3,1,6,2,1,1,2,1,0,3,1,5,3,1,2,3,0,6,2,0,1,2,0,0,3,0,5,3,0,"[0.86956522 0.8        1.6        1.5        2.8        0.6
 0.3        0.         1.5        0.3        0.6        0.9
 2.4        0.9        1.5        4.1       ]","[0.84615385 0.         0.6        1.         0.8        0.
 0.3        0.         2.         1.9        2.1        0.
 1.1        1.2        1.4        1.8       ]"
2,1,1,2,3,1,4,3,1,4,3,1,3,2,1,2,1,0,2,3,0,4,3,0,4,3,0,3,2,0,"[0.97142857 0.         0.3        0.         0.3        0.6
 0.6        0.3        0.3        0.8        2.1        1.1
 0.9        0.3        1.4        0.8       ]","[0.96774194 0.3        0.         0.6        0.         0.6
 0.3        0.6        0.9        2.5        0.6        0.6
 0.3        0.3        0.         1.7       ]"
1,2,1,4,0,1,1,2,1,2,1,1,6,5,1,1,2,0,4,0,0,1,2,0,2,1,0,6,5,0,[1.  0.  0.6 0.  0.3 0.3 2.3 1.6 2.8 0.  0.5 2.2 2.1 1.3 0.6 0. ],"[0.81481481 0.         0.3        0.6        0.3        0.
 0.6        0.5        0.5        1.4        1.1        0.3
 0.3        1.9        2.         1.1       ]"
3,6,1,4,2,1,4,1,1,7,3,1,3,4,1,3,6,0,4,2,0,4,1,0,7,3,0,3,4,0,"[0.875 0.    0.6   0.3   0.9   0.3   1.1   2.2   1.3   0.    0.3   1.7
 0.    1.1   0.8   0.8  ]","[0.92307692 0.         0.6        0.9        1.5        0.
 0.         0.6        0.         0.         2.2        2.5
 0.9        1.1        0.9        2.3       ]"
3,1,1,2,1,1,3,2,1,3,4,1,3,4,1,3,1,0,2,1,0,3,2,0,3,4,0,3,4,0,[1.  0.  0.  0.3 0.9 0.3 0.6 0.9 0.9 1.8 0.  3.1 0.9 1.8 1.1 0. ],"[0.82857143 2.6        0.3        0.         0.3        0.8
 2.7        0.3        0.5        0.3        0.3        2.4
 0.         1.9        1.4        0.6       ]"
