game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_perc,away_perc,home_team_id,away_team_id,home_scored_avg,home_conceded_avg,away_scored_avg,away_conceded_avg
3,0,0,1,5,1,1,3,1,4,1,0,5,3,0,0.9021215636383579,0.9119435553738549,1,8,2.292682926829268,2.951219512195122,2.477272727272727,2.6818181818181817
3,6,0,1,4,1,3,2,0,1,5,0,1,2,0,0.9241694674156673,0.884890244514436,18,25,3.173076923076923,2.3076923076923075,2.268292682926829,3.5121951219512195
3,1,0,3,4,0,5,7,0,0,4,1,2,4,0,0.9221626793280867,0.8937037405747742,16,21,3.0232558139534884,2.395348837209302,1.7073170731707317,3.4634146341463414
2,3,0,2,3,1,2,4,0,1,6,1,3,6,0,0.9074548384461859,0.8987525799241199,6,17,2.7954545454545454,2.4545454545454546,2.4878048780487805,3.268292682926829
2,1,0,0,6,0,4,3,0,2,3,1,2,3,0,0.9023289784612638,0.9096570347639117,14,13,3.1219512195121952,2.8780487804878048,2.4146341463414633,2.8536585365853657
3,2,1,3,4,1,3,5,1,1,2,0,1,5,0,0.9156033977051803,0.8878970796628997,30,12,3.272727272727273,2.2954545454545454,2.5609756097560976,3.1463414634146343
5,2,1,6,5,0,4,5,0,6,7,1,2,1,0,0.9286117011721494,0.9094217473069595,24,15,2.92,2.16,3.1702127659574466,2.765957446808511
4,6,1,4,2,0,1,2,1,2,4,0,2,1,0,0.9126170122514474,0.9076380634446677,4,5,3.0,2.5609756097560976,2.9245283018867925,3.0
4,2,1,2,1,0,4,3,0,2,5,0,2,1,1,0.9228796959134108,0.9030326550024717,7,20,2.6097560975609757,2.707317073170732,2.302325581395349,2.6744186046511627
3,1,0,3,0,1,3,4,0,1,4,0,2,5,0,0.9115325090308081,0.897423612976881,23,53,2.1707317073170733,2.8048780487804876,2.268292682926829,3.4878048780487805
1,5,1,4,5,0,1,5,0,2,3,1,2,0,0,0.9315025820214046,0.8937037405747742,29,21,3.2325581395348837,2.2325581395348837,1.7073170731707317,3.4634146341463414
1,3,0,4,3,1,4,6,0,4,1,0,5,2,1,0.8995878232908652,0.9094217473069595,26,15,2.8048780487804876,2.5853658536585367,3.1702127659574466,2.765957446808511
4,1,0,2,4,1,5,4,0,1,2,0,1,5,0,0.9212480319174563,0.9200947206627882,28,19,2.7045454545454546,2.1363636363636362,2.595744680851064,2.5106382978723403
2,3,1,3,2,1,3,1,0,2,1,0,1,6,0,0.9159362816950397,0.9119435553738549,13,8,2.707317073170732,2.926829268292683,2.477272727272727,2.6818181818181817
4,2,0,3,2,0,4,1,1,3,4,1,2,5,0,0.9216976186902919,0.9160320736930831,9,7,2.62,2.4,2.292682926829268,3.073170731707317
2,3,0,1,2,1,2,3,0,0,3,0,5,2,1,0.9221626793280867,0.8878970796628997,16,12,3.0232558139534884,2.395348837209302,2.5609756097560976,3.1463414634146343
