game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,home_team_id,home_scored_avg,home_conceded_avg,away_team_id,away_scored_avg,away_conceded_avg
2,3,1,6,2,1,3,5,1,2,1,0,1,2,0,24,2.7142857142857144,2.7857142857142856,30,3.0,2.86046511627907
2,3,0,4,0,1,6,3,0,4,5,1,1,2,0,19,2.6875,2.7625,30,3.0,2.86046511627907
4,2,0,6,0,1,1,2,0,3,4,0,3,2,0,5,3.032258064516129,3.3655913978494625,53,2.5443037974683542,3.1139240506329116
4,1,0,1,5,0,4,2,1,2,0,0,4,1,0,13,2.9753086419753085,3.037037037037037,2,3.234567901234568,3.6419753086419755
3,6,0,4,1,1,0,3,0,3,2,1,4,2,0,15,2.803921568627451,3.2745098039215685,53,2.5443037974683542,3.1139240506329116
3,5,0,4,2,1,1,5,0,2,6,1,5,2,0,13,2.9753086419753085,3.037037037037037,9,2.6666666666666665,3.54320987654321
2,4,1,4,3,0,3,1,1,2,3,0,3,2,0,29,2.8505747126436782,2.954022988505747,3,2.8395061728395063,3.2839506172839505
5,2,1,0,4,1,1,2,1,2,4,0,5,2,0,14,2.857142857142857,3.5,9,2.6666666666666665,3.54320987654321
3,0,0,4,1,0,1,3,0,4,3,0,3,0,0,26,2.4634146341463414,2.8658536585365852,20,2.6875,2.9625
2,1,0,8,0,1,2,3,0,6,4,0,4,2,0,6,2.6666666666666665,3.3333333333333335,10,3.340909090909091,2.8863636363636362
3,4,1,2,4,0,3,1,0,3,0,1,4,5,0,12,3.1358024691358026,2.7777777777777777,17,2.6049382716049383,3.111111111111111
4,3,0,4,2,1,1,2,1,2,3,0,1,5,0,52,2.5833333333333335,3.375,1,2.9302325581395348,3.011627906976744
2,3,0,3,4,1,1,0,0,0,4,0,4,3,1,28,2.6666666666666665,3.0919540229885056,20,2.6875,2.9625
3,2,1,1,3,1,2,3,1,3,4,0,2,6,0,22,3.2125,2.875,21,3.1511627906976742,2.883720930232558
3,5,1,7,2,0,4,0,0,1,0,1,1,4,0,3,3.2839506172839505,2.8395061728395063,23,2.675,3.175
3,2,1,2,1,0,4,3,0,3,0,1,2,5,0,12,3.1358024691358026,2.7777777777777777,16,2.8125,3.0875
3,0,1,1,4,1,2,3,0,1,2,1,4,2,0,25,2.7777777777777777,2.8641975308641974,29,2.954022988505747,2.8505747126436782
1,3,1,0,3,0,1,4,0,5,4,1,1,4,1,24,2.7142857142857144,2.7857142857142856,18,3.276595744680851,2.6595744680851063
1,3,0,3,4,1,7,3,0,0,3,0,1,2,1,7,3.3950617283950617,2.4074074074074074,14,3.5,2.857142857142857
2,3,0,3,2,1,1,4,0,3,2,0,2,3,1,26,2.4634146341463414,2.8658536585365852,10,3.340909090909091,2.8863636363636362
3,4,0,3,5,1,4,1,1,4,3,0,3,1,0,22,3.2125,2.875,8,2.54320987654321,3.185185185185185
1,3,1,3,1,1,5,2,1,2,4,0,1,4,0,1,3.011627906976744,2.9302325581395348,5,3.3655913978494625,3.032258064516129
2,6,0,3,2,1,3,4,1,2,1,0,1,2,1,28,2.6666666666666665,3.0919540229885056,18,3.276595744680851,2.6595744680851063
3,2,0,3,2,0,5,2,1,3,2,0,4,2,0,4,3.103448275862069,3.0114942528735633,13,3.037037037037037,2.9753086419753085
5,2,1,1,2,1,4,0,0,1,4,0,3,4,1,2,3.6419753086419755,3.234567901234568,23,2.675,3.175
4,5,1,3,4,1,2,1,1,0,3,0,2,1,0,30,2.86046511627907,3.0,15,3.2745098039215685,2.803921568627451
5,3,1,5,4,0,1,4,1,5,1,1,1,3,0,17,3.111111111111111,2.6049382716049383,53,2.5443037974683542,3.1139240506329116
2,4,0,3,2,1,7,5,1,4,3,1,5,3,0,16,3.0875,2.8125,19,2.7625,2.6875
3,2,1,4,1,1,3,4,0,0,1,1,4,3,0,52,2.5833333333333335,3.375,15,3.2745098039215685,2.803921568627451
4,2,0,2,6,1,1,2,0,1,0,0,2,6,1,21,2.883720930232558,3.1511627906976742,6,3.3333333333333335,2.6666666666666665
5,4,0,3,2,1,3,5,0,2,4,1,2,1,0,28,2.6666666666666665,3.0919540229885056,10,3.340909090909091,2.8863636363636362
2,3,0,4,0,1,5,4,1,4,1,0,4,5,0,20,2.9625,2.6875,8,2.54320987654321,3.185185185185185
4,0,1,2,5,0,2,3,0,3,0,0,2,5,0,53,3.1139240506329116,2.5443037974683542,18,3.276595744680851,2.6595744680851063
5,4,0,4,3,0,3,2,0,4,1,1,3,2,1,29,2.8505747126436782,2.954022988505747,13,3.037037037037037,2.9753086419753085
2,5,1,2,0,1,5,1,1,2,3,0,1,5,0,30,2.86046511627907,3.0,23,2.675,3.175
1,2,1,4,2,0,2,3,0,5,7,1,3,5,0,9,3.54320987654321,2.6666666666666665,17,2.6049382716049383,3.111111111111111
4,6,1,1,2,0,1,3,1,2,1,1,4,2,0,4,3.103448275862069,3.0114942528735633,1,2.9302325581395348,3.011627906976744
6,3,0,1,2,0,8,1,1,4,2,1,1,4,0,5,3.032258064516129,3.3655913978494625,14,3.5,2.857142857142857
4,3,1,6,2,1,0,2,0,3,4,0,2,4,0,2,3.6419753086419755,3.234567901234568,3,2.8395061728395063,3.2839506172839505
3,5,1,2,5,0,3,4,0,2,1,1,3,2,0,21,2.883720930232558,3.1511627906976742,15,3.2745098039215685,2.803921568627451
2,3,1,2,1,0,2,1,0,0,4,0,2,3,0,16,3.0875,2.8125,26,2.8658536585365852,2.4634146341463414
6,2,1,1,2,1,4,5,0,1,3,0,2,3,1,30,2.86046511627907,3.0,7,2.4074074074074074,3.3950617283950617
1,5,0,3,5,1,0,4,0,7,8,1,2,3,1,4,3.103448275862069,3.0114942528735633,14,3.5,2.857142857142857
3,4,0,1,3,0,1,4,1,2,1,0,0,4,0,1,3.011627906976744,2.9302325581395348,17,2.6049382716049383,3.111111111111111
3,1,0,5,6,0,4,1,1,2,1,0,3,1,1,52,2.5833333333333335,3.375,7,2.4074074074074074,3.3950617283950617
3,2,0,3,6,1,1,2,0,3,6,0,4,2,1,25,2.7777777777777777,2.8641975308641974,6,3.3333333333333335,2.6666666666666665
4,7,0,0,4,1,1,6,0,2,5,1,2,5,0,24,2.7142857142857144,2.7857142857142856,10,3.340909090909091,2.8863636363636362
2,4,0,4,2,1,2,3,0,2,3,0,1,4,1,12,3.1358024691358026,2.7777777777777777,1,2.9302325581395348,3.011627906976744
4,1,0,2,4,1,5,4,0,1,2,0,1,5,0,28,2.6666666666666665,3.0919540229885056,19,2.7625,2.6875
2,5,1,3,1,0,4,5,1,5,4,0,2,3,1,2,3.6419753086419755,3.234567901234568,25,2.8641975308641974,2.7777777777777777
5,2,1,4,5,1,2,4,1,3,1,1,3,1,0,16,3.0875,2.8125,30,3.0,2.86046511627907
1,0,1,0,3,0,3,0,0,4,1,0,6,1,1,3,3.2839506172839505,2.8395061728395063,13,3.037037037037037,2.9753086419753085
3,4,0,5,2,0,4,5,1,2,4,0,3,1,0,18,2.6595744680851063,3.276595744680851,26,2.8658536585365852,2.4634146341463414
