game1home,game1away,game1isHome,game2home,game2away,game2isHome,game3home,game3away,game3isHome,game4home,game4away,game4isHome,game5home,game5away,game5isHome,game6home,game6away,game6isHome,game7home,game7away,game7isHome,game8home,game8away,game8isHome,game9home,game9away,game9isHome,game10home,game10away,game10isHome,home_perc,away_perc
0,1,1,8,2,1,3,4,1,4,2,1,2,0,1,0,1,0,8,2,0,3,4,0,4,2,0,2,0,0,0.9714285714285714,1.0
3,2,1,0,1,1,2,5,1,2,5,1,4,0,1,3,2,0,0,1,0,2,5,0,2,5,0,4,0,0,0.8275862068965517,0.9130434782608695
3,2,1,0,1,1,3,4,1,1,2,1,3,4,1,3,2,0,0,1,0,3,4,0,1,2,0,3,4,0,1.0,0.896551724137931
1,5,1,3,4,1,0,2,1,3,6,1,4,2,1,1,5,0,3,4,0,0,2,0,3,6,0,4,2,0,0.9642857142857143,0.8846153846153846
6,2,1,3,2,1,1,4,1,1,4,1,3,2,1,6,2,0,3,2,0,1,4,0,1,4,0,3,2,0,0.95,0.9259259259259259
3,4,1,3,7,1,5,1,1,0,5,1,3,1,1,3,4,0,3,7,0,5,1,0,0,5,0,3,1,0,0.9333333333333333,0.9655172413793104
0,3,1,4,3,1,2,3,1,5,0,1,2,5,1,0,3,0,4,3,0,2,3,0,5,0,0,2,5,0,0.8787878787878788,0.896551724137931
5,1,1,1,2,1,5,1,1,4,3,1,2,3,1,5,1,0,1,2,0,5,1,0,4,3,0,2,3,0,1.0,0.9666666666666667
5,3,1,1,4,1,6,5,1,0,4,1,1,4,1,5,3,0,1,4,0,6,5,0,0,4,0,1,4,0,0.84,1.0
2,1,1,4,3,1,3,4,1,6,3,1,3,1,1,2,1,0,4,3,0,3,4,0,6,3,0,3,1,0,0.926829268292683,0.8571428571428571
7,1,1,7,4,1,5,2,1,3,5,1,1,9,1,7,1,0,7,4,0,5,2,0,3,5,0,1,9,0,0.9,0.8888888888888888
2,1,1,4,3,1,3,4,1,2,0,1,5,1,1,2,1,0,4,3,0,3,4,0,2,0,0,5,1,0,0.8387096774193549,0.9047619047619048
4,2,1,1,2,1,4,5,1,0,3,1,4,3,1,4,2,0,1,2,0,4,5,0,0,3,0,4,3,0,0.8,0.8928571428571429
3,4,1,2,4,1,2,3,1,3,4,1,6,3,1,3,4,0,2,4,0,2,3,0,3,4,0,6,3,0,0.9629629629629629,0.875
1,2,1,2,3,1,5,1,1,2,6,1,3,2,1,1,2,0,2,3,0,5,1,0,2,6,0,3,2,0,0.8461538461538461,0.9642857142857143
1,3,1,2,3,1,4,0,1,4,0,1,0,1,1,1,3,0,2,3,0,4,0,0,4,0,0,0,1,0,0.8888888888888888,0.9047619047619048
3,2,1,5,2,1,1,2,1,3,2,1,0,3,1,3,2,0,5,2,0,1,2,0,3,2,0,0,3,0,0.8888888888888888,0.9629629629629629
5,3,1,4,0,1,5,4,1,5,6,1,2,7,1,5,3,0,4,0,0,5,4,0,5,6,0,2,7,0,0.9411764705882353,0.9393939393939394
2,4,1,6,1,1,1,3,1,1,3,1,3,7,1,2,4,0,6,1,0,1,3,0,1,3,0,3,7,0,0.9047619047619048,0.9444444444444444
2,3,1,3,1,1,3,2,1,5,4,1,3,1,1,2,3,0,3,1,0,3,2,0,5,4,0,3,1,0,0.8611111111111112,0.9583333333333334
1,6,1,3,4,1,4,1,1,5,3,1,1,2,1,1,6,0,3,4,0,4,1,0,5,3,0,1,2,0,0.90625,0.875
8,2,1,2,3,1,3,2,1,3,2,1,0,3,1,8,2,0,2,3,0,3,2,0,3,2,0,0,3,0,0.8095238095238095,0.8846153846153846
